;Origine;Type Conteneur;SH Déclaré;Fret Unitaire min;Fret Unitaire moyen;Fret Unitaire max;Devise;N° Déclaration inf;N° Déclaration sup
20674;France;Conteneur 40' High cube;2103909100;3338;3338;3338;EUR;2024CIAB9C2059;2024CIAB9C1180
20675;France;Conteneur 40' High cube;2103909900;10;26381;787200;EUR;2024CIAB9C2059;2024CIAB9C1180
20676;France;Conteneur 40' High cube;2104101000;818;1452;4045;EUR;2024CIAB9C2059;2024CIAB9C1180
20677;France;Conteneur 40' High cube;2104109000;254;1873;4105;EUR;2024CIAB9C2059;2024CIAB9C1180
20678;France;Conteneur 40' High cube;2104200000;421;1911;4105;EUR;2024CIAB9C2059;2024CIAB9C1180
20679;France;Conteneur 40' High cube;2105000000;938;2086;3421;EUR;2024CIAB9C2059;2024CIAB9C1180
20680;France;Conteneur 40' High cube;2106101000;716;1818;4045;EUR;2024CIAB9C2059;2024CIAB9C1180
20681;France;Conteneur 40' High cube;2106102000;938;1460;2817;EUR;2024CIAB9C2059;2024CIAB9C1180
20682;France;Conteneur 40' High cube;2106901000;713;7419;600000;EUR;2024CIAB9C2059;2024CIAB9C1180
20683;France;Conteneur 40' High cube;2106909100;900;900;900;EUR;2024CIAB9C2059;2024CIAB9C1180
20684;France;Conteneur 40' High cube;2106909200;1924;2828;4045;EUR;2024CIAB9C2059;2024CIAB9C1180
20685;France;Conteneur 40' High cube;2106909300;1682;2150;3338;EUR;2024CIAB9C2059;2024CIAB9C1180
20686;France;Conteneur 40' High cube;2106909400;1500;1500;1500;EUR;2024CIAB9C2059;2024CIAB9C1180
20687;France;Conteneur 40' High cube;2106909500;254;2477;4045;EUR;2024CIAB9C2059;2024CIAB9C1180
20688;France;Conteneur 40' High cube;2106909600;1737;3033;7731;EUR;2024CIAB9C2059;2024CIAB9C1180
20689;France;Conteneur 40' High cube;2106909900;0;6134;700000;EUR;2024CIAB9C2059;2024CIAB9C1180
20690;France;Conteneur 40' High cube;2201101000;716;52765;600000;EUR;2024CIAB9C2059;2024CIAB9C1180
20691;France;Conteneur 40' High cube;2201102000;900;1163;1700;EUR;2024CIAB9C2059;2024CIAB9C1180
20692;France;Conteneur 40' High cube;2201900000;275;981;1528;EUR;2024CIAB9C2059;2024CIAB9C1180
20693;France;Conteneur 40' High cube;2202100000;63;1216;4045;EUR;2024CIAB9C2059;2024CIAB9C1180
20694;France;Conteneur 40' High cube;2202910000;713;1235;4105;EUR;2024CIAB9C2059;2024CIAB9C1180
20695;France;Conteneur 40' High cube;2202991000;716;1152;3338;EUR;2024CIAB9C2059;2024CIAB9C1180
20696;France;Conteneur 40' High cube;2202999000;80;1516;4105;EUR;2024CIAB9C2059;2024CIAB9C1180
20697;France;Conteneur 40' High cube;2203001000;324;1051;1532;EUR;2024CIAB9C2059;2024CIAB9C1180
20698;France;Conteneur 40' High cube;2203009000;80;991;1532;EUR;2024CIAB9C2059;2024CIAB9C1180
20699;France;Conteneur 40' High cube;2204100000;506;1342;4410;EUR;2024CIAB9C2059;2024CIAB9C1180
20700;France;Conteneur 40' High cube;2204210000;277;1250;4410;EUR;2024CIAB9C2059;2024CIAB9C1180
20701;France;Conteneur 40' High cube;2204220000;399;591;750;EUR;2024CIAB9C2059;2024CIAB9C1180
20702;France;Conteneur 40' High cube;2205100000;716;1118;1447;EUR;2024CIAB9C2059;2024CIAB9C1180
20703;France;Conteneur 40' High cube;2206001000;713;1068;1532;EUR;2024CIAB9C2059;2024CIAB9C1180
20704;France;Conteneur 40' High cube;2206009100;900;900;900;EUR;2024CIAB9C2059;2024CIAB9C1180
20705;France;Conteneur 40' High cube;2206009900;10;698;1447;EUR;2024CIAB9C2059;2024CIAB9C1180
20706;France;Conteneur 40' High cube;2207101000;182;376;570;EUR;2024CIAB9C2059;2024CIAB9C1180
20707;France;Conteneur 40' High cube;2207200000;1642;2815;3989;EUR;2024CIAB9C2059;2024CIAB9C1180
20708;France;Conteneur 40' High cube;2208201000;938;1193;1433;EUR;2024CIAB9C2059;2024CIAB9C1180
20709;France;Conteneur 40' High cube;2208209000;938;1227;1580;EUR;2024CIAB9C2059;2024CIAB9C1180
20710;France;Conteneur 40' High cube;2208300000;716;1110;1447;EUR;2024CIAB9C2059;2024CIAB9C1180
20711;France;Conteneur 40' High cube;2208400000;716;1491;3985;EUR;2024CIAB9C2059;2024CIAB9C1180
20712;France;Conteneur 40' High cube;2208500000;716;1165;1433;EUR;2024CIAB9C2059;2024CIAB9C1180
20713;France;Conteneur 40' High cube;2208600000;716;1135;1447;EUR;2024CIAB9C2059;2024CIAB9C1180
20714;France;Conteneur 40' High cube;2208700000;80;1016;1447;EUR;2024CIAB9C2059;2024CIAB9C1180
20715;France;Conteneur 40' High cube;2208900000;10;1041;1447;EUR;2024CIAB9C2059;2024CIAB9C1180
20716;France;Conteneur 40' High cube;2209001000;294;1013;1369;EUR;2024CIAB9C2059;2024CIAB9C1180
20717;France;Conteneur 40' High cube;2209009000;75;10169;787200;EUR;2024CIAB9C2059;2024CIAB9C1180
20718;France;Conteneur 40' High cube;2301100000;2544;2544;2544;EUR;2024CIAB9C2059;2024CIAB9C1180
20719;France;Conteneur 40' High cube;2302400000;900;3211;4045;EUR;2024CIAB9C2059;2024CIAB9C1180
20720;France;Conteneur 40' High cube;2308000000;3980;3980;3980;EUR;2024CIAB9C2059;2024CIAB9C1180
20721;France;Conteneur 40' High cube;2309100000;173;1777;4410;EUR;2024CIAB9C2059;2024CIAB9C1180
20722;France;Conteneur 40' High cube;2309901000;716;1752;6515;EUR;2024CIAB9C2059;2024CIAB9C1180
20723;France;Conteneur 40' High cube;2309909000;713;1831;4105;EUR;2024CIAB9C2059;2024CIAB9C1180
20724;France;Conteneur 40' High cube;2401200000;886;2472;4470;EUR;2024CIAB9C2059;2024CIAB9C1180
20725;France;Conteneur 40' High cube;2501001000;1972;3038;4105;EUR;2024CIAB9C2059;2024CIAB9C1180
20726;France;Conteneur 40' High cube;2501002000;89;2315;4105;EUR;2024CIAB9C2059;2024CIAB9C1180
20727;France;Conteneur 40' High cube;2501009000;73;1964;4045;EUR;2024CIAB9C2059;2024CIAB9C1180
20728;France;Conteneur 40' High cube;2505100000;344;1372;2124;EUR;2024CIAB9C2059;2024CIAB9C1180
20729;France;Conteneur 40' High cube;2505900000;22;1253;1750;EUR;2024CIAB9C2059;2024CIAB9C1180
20730;France;Conteneur 40' High cube;2507000000;4105;4105;4105;EUR;2024CIAB9C2059;2024CIAB9C1180
20731;France;Conteneur 40' High cube;2508100000;275;1032;1447;EUR;2024CIAB9C2059;2024CIAB9C1180
20732;France;Conteneur 40' High cube;2508400000;1000;3719;4204;EUR;2024CIAB9C2059;2024CIAB9C1180
20733;France;Conteneur 40' High cube;2511200000;175;175;175;EUR;2024CIAB9C2059;2024CIAB9C1180
20734;France;Conteneur 40' High cube;2512000000;620;1824;3396;EUR;2024CIAB9C2059;2024CIAB9C1180
20735;France;Conteneur 40' High cube;2517100000;3113;3113;3113;EUR;2024CIAB9C2059;2024CIAB9C1180
20736;France;Conteneur 40' High cube;2517300000;1406;1406;1406;EUR;2024CIAB9C2059;2024CIAB9C1180
20737;France;Conteneur 40' High cube;2523210000;1086;1086;1086;EUR;2024CIAB9C2059;2024CIAB9C1180
20738;France;Conteneur 40' High cube;2523900000;420;840;1086;EUR;2024CIAB9C2059;2024CIAB9C1180
20739;France;Conteneur 40' High cube;2526200000;100;2250;4400;EUR;2024CIAB9C2059;2024CIAB9C1180
20740;France;Conteneur 40' High cube;2530900000;105;245;360;EUR;2024CIAB9C2059;2024CIAB9C1180
20741;France;Conteneur 40' High cube;2701110000;3113;3113;3113;EUR;2024CIAB9C2059;2024CIAB9C1180
20742;France;Conteneur 40' High cube;2703000000;322;1205;1500;EUR;2024CIAB9C2059;2024CIAB9C1180
20743;France;Conteneur 40' High cube;2710122100;1758;1758;1758;EUR;2024CIAB9C2059;2024CIAB9C1180
20744;France;Conteneur 40' High cube;2710122900;888;888;888;EUR;2024CIAB9C2059;2024CIAB9C1180
20745;France;Conteneur 40' High cube;2710125000;1642;1642;1642;EUR;2024CIAB9C2059;2024CIAB9C1180
20746;France;Conteneur 40' High cube;2710129000;171;701;1045;EUR;2024CIAB9C2059;2024CIAB9C1180
20747;France;Conteneur 40' High cube;2710191100;306;1698;5626;EUR;2024CIAB9C2059;2024CIAB9C1180
20748;France;Conteneur 40' High cube;2710191900;888;1350;1813;EUR;2024CIAB9C2059;2024CIAB9C1180
20749;France;Conteneur 40' High cube;2710193200;783;1627;2378;EUR;2024CIAB9C2059;2024CIAB9C1180
20750;France;Conteneur 40' High cube;2710193300;310;1222;2083;EUR;2024CIAB9C2059;2024CIAB9C1180
20751;France;Conteneur 40' High cube;2710193910;783;783;783;EUR;2024CIAB9C2059;2024CIAB9C1180
20752;France;Conteneur 40' High cube;2710193990;9;1431;3920;EUR;2024CIAB9C2059;2024CIAB9C1180
20753;France;Conteneur 40' High cube;2710200000;360;360;360;EUR;2024CIAB9C2059;2024CIAB9C1180
20754;France;Conteneur 40' High cube;2711120000;850000;850000;850000;EUR;2024CIAB9C2059;2024CIAB9C1180
20755;France;Conteneur 40' High cube;2712100000;2464;2574;2684;EUR;2024CIAB9C2059;2024CIAB9C1180
20756;France;Conteneur 40' High cube;2712200000;2463;2561;2659;EUR;2024CIAB9C2059;2024CIAB9C1180
20757;France;Conteneur 40' High cube;2713200000;51;835;1620;EUR;2024CIAB9C2059;2024CIAB9C1180
20758;France;Conteneur 40' High cube;2715000000;220;604;988;EUR;2024CIAB9C2059;2024CIAB9C1180
20759;France;Conteneur 40' High cube;2806100000;122;420;718;EUR;2024CIAB9C2059;2024CIAB9C1180
20760;France;Conteneur 40' High cube;2809200000;718;718;718;EUR;2024CIAB9C2059;2024CIAB9C1180
20761;France;Conteneur 40' High cube;2811190000;718;718;718;EUR;2024CIAB9C2059;2024CIAB9C1180
20762;France;Conteneur 40' High cube;2811210000;1275;1275;1275;EUR;2024CIAB9C2059;2024CIAB9C1180
20763;France;Conteneur 40' High cube;2815110000;718;718;718;EUR;2024CIAB9C2059;2024CIAB9C1180
20764;France;Conteneur 40' High cube;2815120000;147;73690;700000;EUR;2024CIAB9C2059;2024CIAB9C1180
20765;France;Conteneur 40' High cube;2815200000;716;1261;1433;EUR;2024CIAB9C2059;2024CIAB9C1180
20766;France;Conteneur 40' High cube;2818200000;1500;1500;1500;EUR;2024CIAB9C2059;2024CIAB9C1180
20767;France;Conteneur 40' High cube;2820100000;1647;1647;1647;EUR;2024CIAB9C2059;2024CIAB9C1180
20768;France;Conteneur 40' High cube;2825100000;3451;3451;3451;EUR;2024CIAB9C2059;2024CIAB9C1180
20769;France;Conteneur 40' High cube;2826190000;33;33;33;EUR;2024CIAB9C2059;2024CIAB9C1180
20770;France;Conteneur 40' High cube;2826300000;729;729;729;EUR;2024CIAB9C2059;2024CIAB9C1180
20771;France;Conteneur 40' High cube;2826900000;787200;787200;787200;EUR;2024CIAB9C2059;2024CIAB9C1180
20772;France;Conteneur 40' High cube;2827200000;360;1110;1675;EUR;2024CIAB9C2059;2024CIAB9C1180
20773;France;Conteneur 40' High cube;2827310000;718;718;718;EUR;2024CIAB9C2059;2024CIAB9C1180
20774;France;Conteneur 40' High cube;2827320000;2284;2284;2284;EUR;2024CIAB9C2059;2024CIAB9C1180
20775;France;Conteneur 40' High cube;2827390000;470;470;470;EUR;2024CIAB9C2059;2024CIAB9C1180
20776;France;Conteneur 40' High cube;2828100000;1500;263414;787200;EUR;2024CIAB9C2059;2024CIAB9C1180
20777;France;Conteneur 40' High cube;2828901000;716;139885;787200;EUR;2024CIAB9C2059;2024CIAB9C1180
20778;France;Conteneur 40' High cube;2828909000;1153;2879;4410;EUR;2024CIAB9C2059;2024CIAB9C1180
20779;France;Conteneur 40' High cube;2829900000;159;159;159;EUR;2024CIAB9C2059;2024CIAB9C1180
20780;France;Conteneur 40' High cube;2832100000;689;970;1252;EUR;2024CIAB9C2059;2024CIAB9C1180
20781;France;Conteneur 40' High cube;2832300000;718;1709;2700;EUR;2024CIAB9C2059;2024CIAB9C1180
20782;France;Conteneur 40' High cube;2833190000;1119;1537;2124;EUR;2024CIAB9C2059;2024CIAB9C1180
20783;France;Conteneur 40' High cube;2833210000;2700;2700;2700;EUR;2024CIAB9C2059;2024CIAB9C1180
20784;France;Conteneur 40' High cube;2833290000;2700;2700;2700;EUR;2024CIAB9C2059;2024CIAB9C1180
20785;France;Conteneur 40' High cube;2835220000;1000;1000;1000;EUR;2024CIAB9C2059;2024CIAB9C1180
20786;France;Conteneur 40' High cube;2835310000;224;224;224;EUR;2024CIAB9C2059;2024CIAB9C1180
20787;France;Conteneur 40' High cube;2835390000;2740;2778;2817;EUR;2024CIAB9C2059;2024CIAB9C1180
20788;France;Conteneur 40' High cube;2836200000;546;1257;2700;EUR;2024CIAB9C2059;2024CIAB9C1180
20789;France;Conteneur 40' High cube;2836300000;294;2698;4226;EUR;2024CIAB9C2059;2024CIAB9C1180
20790;France;Conteneur 40' High cube;2836500000;216;216;216;EUR;2024CIAB9C2059;2024CIAB9C1180
20791;France;Conteneur 40' High cube;2836990000;275;1749;4045;EUR;2024CIAB9C2059;2024CIAB9C1180
20792;France;Conteneur 40' High cube;2839900000;178;1191;2205;EUR;2024CIAB9C2059;2024CIAB9C1180
20793;France;Conteneur 40' High cube;2841500000;718;718;718;EUR;2024CIAB9C2059;2024CIAB9C1180
20794;France;Conteneur 40' High cube;2841610000;4097;4106;4115;EUR;2024CIAB9C2059;2024CIAB9C1180
20795;France;Conteneur 40' High cube;2847000000;470;2326;2821;EUR;2024CIAB9C2059;2024CIAB9C1180
20796;France;Conteneur 40' High cube;2853900000;716;717;718;EUR;2024CIAB9C2059;2024CIAB9C1180
20797;France;Conteneur 40' High cube;2902190000;1480;1480;1480;EUR;2024CIAB9C2059;2024CIAB9C1180
20798;France;Conteneur 40' High cube;2905120000;1045;1732;2420;EUR;2024CIAB9C2059;2024CIAB9C1180
20799;France;Conteneur 40' High cube;2905390000;402;402;402;EUR;2024CIAB9C2059;2024CIAB9C1180
20800;France;Conteneur 40' High cube;2905410000;504;504;504;EUR;2024CIAB9C2059;2024CIAB9C1180
20801;France;Conteneur 40' High cube;2905450000;3089;3089;3089;EUR;2024CIAB9C2059;2024CIAB9C1180
20802;France;Conteneur 40' High cube;2906210000;1480;1480;1480;EUR;2024CIAB9C2059;2024CIAB9C1180
20803;France;Conteneur 40' High cube;2909110000;1642;1642;1642;EUR;2024CIAB9C2059;2024CIAB9C1180
20804;France;Conteneur 40' High cube;2909490000;2300;2300;2300;EUR;2024CIAB9C2059;2024CIAB9C1180
20805;France;Conteneur 40' High cube;2912420000;608;608;608;EUR;2024CIAB9C2059;2024CIAB9C1180
20806;France;Conteneur 40' High cube;2915210000;3;946;1433;EUR;2024CIAB9C2059;2024CIAB9C1180
20807;France;Conteneur 40' High cube;2915290000;718;1597;2700;EUR;2024CIAB9C2059;2024CIAB9C1180
20808;France;Conteneur 40' High cube;2915390000;50;2411;2633;EUR;2024CIAB9C2059;2024CIAB9C1180
20809;France;Conteneur 40' High cube;2915700000;363;942;1860;EUR;2024CIAB9C2059;2024CIAB9C1180
20810;France;Conteneur 40' High cube;2915900000;47;887;2420;EUR;2024CIAB9C2059;2024CIAB9C1180
20811;France;Conteneur 40' High cube;2916390000;1642;1642;1642;EUR;2024CIAB9C2059;2024CIAB9C1180
20812;France;Conteneur 40' High cube;2917110000;2700;2700;2700;EUR;2024CIAB9C2059;2024CIAB9C1180
20813;France;Conteneur 40' High cube;2917390000;649;649;649;EUR;2024CIAB9C2059;2024CIAB9C1180
20814;France;Conteneur 40' High cube;2918120000;3000;3060;3120;EUR;2024CIAB9C2059;2024CIAB9C1180
20815;France;Conteneur 40' High cube;2918130000;61;61;61;EUR;2024CIAB9C2059;2024CIAB9C1180
20816;France;Conteneur 40' High cube;2918140000;203;1114;2041;EUR;2024CIAB9C2059;2024CIAB9C1180
20817;France;Conteneur 40' High cube;2918210000;3089;3511;4115;EUR;2024CIAB9C2059;2024CIAB9C1180
20818;France;Conteneur 40' High cube;2919900000;224;224;224;EUR;2024CIAB9C2059;2024CIAB9C1180
20819;France;Conteneur 40' High cube;2921110000;690;690;690;EUR;2024CIAB9C2059;2024CIAB9C1180
20820;France;Conteneur 40' High cube;2921220000;1500;1500;1500;EUR;2024CIAB9C2059;2024CIAB9C1180
20821;France;Conteneur 40' High cube;2921590000;504;752;1000;EUR;2024CIAB9C2059;2024CIAB9C1180
20822;France;Conteneur 40' High cube;2923200000;2001;2001;2001;EUR;2024CIAB9C2059;2024CIAB9C1180
20823;France;Conteneur 40' High cube;2923900000;117;838;2124;EUR;2024CIAB9C2059;2024CIAB9C1180
20824;France;Conteneur 40' High cube;2925290000;363;363;363;EUR;2024CIAB9C2059;2024CIAB9C1180
20825;France;Conteneur 40' High cube;2929100000;312;312;312;EUR;2024CIAB9C2059;2024CIAB9C1180
20826;France;Conteneur 40' High cube;2932190000;1480;1480;1480;EUR;2024CIAB9C2059;2024CIAB9C1180
20827;France;Conteneur 40' High cube;2932990000;1480;3592;4731;EUR;2024CIAB9C2059;2024CIAB9C1180
20828;France;Conteneur 40' High cube;2933310000;718;718;718;EUR;2024CIAB9C2059;2024CIAB9C1180
20829;France;Conteneur 40' High cube;2933690000;1119;1537;2124;EUR;2024CIAB9C2059;2024CIAB9C1180
20830;France;Conteneur 40' High cube;2935900000;718;718;718;EUR;2024CIAB9C2059;2024CIAB9C1180
20831;France;Conteneur 40' High cube;2936290000;1163;1727;2444;EUR;2024CIAB9C2059;2024CIAB9C1180
20832;France;Conteneur 40' High cube;2936900000;244;244;244;EUR;2024CIAB9C2059;2024CIAB9C1180
20833;France;Conteneur 40' High cube;3002120000;2158;2371;2444;EUR;2024CIAB9C2059;2024CIAB9C1180
20834;France;Conteneur 40' High cube;3002420000;1675;1675;1675;EUR;2024CIAB9C2059;2024CIAB9C1180
20835;France;Conteneur 40' High cube;3002490000;4045;4045;4045;EUR;2024CIAB9C2059;2024CIAB9C1180
20836;France;Conteneur 40' High cube;3004100000;95;4015;7886;EUR;2024CIAB9C2059;2024CIAB9C1180
20837;France;Conteneur 40' High cube;3004200000;95;3940;8028;EUR;2024CIAB9C2059;2024CIAB9C1180
20838;France;Conteneur 40' High cube;3004320000;386;3945;8028;EUR;2024CIAB9C2059;2024CIAB9C1180
20839;France;Conteneur 40' High cube;3004390000;1004;3132;7754;EUR;2024CIAB9C2059;2024CIAB9C1180
20840;France;Conteneur 40' High cube;3004410000;2379;2535;2849;EUR;2024CIAB9C2059;2024CIAB9C1180
20841;France;Conteneur 40' High cube;3004420000;2379;5451;8028;EUR;2024CIAB9C2059;2024CIAB9C1180
20842;France;Conteneur 40' High cube;3004490000;386;2545;7665;EUR;2024CIAB9C2059;2024CIAB9C1180
20843;France;Conteneur 40' High cube;3004500000;127;3931;7772;EUR;2024CIAB9C2059;2024CIAB9C1180
20844;France;Conteneur 40' High cube;3004600000;95;3945;7836;EUR;2024CIAB9C2059;2024CIAB9C1180
20845;France;Conteneur 40' High cube;3004902000;1924;3374;7713;EUR;2024CIAB9C2059;2024CIAB9C1180
20846;France;Conteneur 40' High cube;3004909000;9;3878;8755;EUR;2024CIAB9C2059;2024CIAB9C1180
20847;France;Conteneur 40' High cube;3005100000;103;2517;4504;EUR;2024CIAB9C2059;2024CIAB9C1180
20848;France;Conteneur 40' High cube;3005900000;103;2785;7351;EUR;2024CIAB9C2059;2024CIAB9C1180
20849;France;Conteneur 40' High cube;3006100000;3323;3382;3442;EUR;2024CIAB9C2059;2024CIAB9C1180
20850;France;Conteneur 40' High cube;3006300000;2379;2628;3212;EUR;2024CIAB9C2059;2024CIAB9C1180
20851;France;Conteneur 40' High cube;3006500000;250;2192;4097;EUR;2024CIAB9C2059;2024CIAB9C1180
20852;France;Conteneur 40' High cube;3006600000;95;3122;7752;EUR;2024CIAB9C2059;2024CIAB9C1180
20853;France;Conteneur 40' High cube;3006700000;410;2595;7351;EUR;2024CIAB9C2059;2024CIAB9C1180
20854;France;Conteneur 40' High cube;3006910000;2185;2232;2279;EUR;2024CIAB9C2059;2024CIAB9C1180
20855;France;Conteneur 40' High cube;3101000000;687;197824;787200;EUR;2024CIAB9C2059;2024CIAB9C1180
20856;France;Conteneur 40' High cube;3102100000;2213;2213;2213;EUR;2024CIAB9C2059;2024CIAB9C1180
20857;France;Conteneur 40' High cube;3102500000;718;718;718;EUR;2024CIAB9C2059;2024CIAB9C1180
20858;France;Conteneur 40' High cube;3104900000;1163;1163;1163;EUR;2024CIAB9C2059;2024CIAB9C1180
20859;France;Conteneur 40' High cube;3105100000;1368;2066;3396;EUR;2024CIAB9C2059;2024CIAB9C1180
20860;France;Conteneur 40' High cube;3105200000;94;94;94;EUR;2024CIAB9C2059;2024CIAB9C1180
20861;France;Conteneur 40' High cube;3105900000;1500;1500;1500;EUR;2024CIAB9C2059;2024CIAB9C1180
20862;France;Conteneur 40' High cube;3202100000;1500;1500;1500;EUR;2024CIAB9C2059;2024CIAB9C1180
20863;France;Conteneur 40' High cube;3203009000;0;0;0;EUR;2024CIAB9C2059;2024CIAB9C1180
20864;France;Conteneur 40' High cube;3204120000;147;147;147;EUR;2024CIAB9C2059;2024CIAB9C1180
20865;France;Conteneur 40' High cube;3204130000;718;718;718;EUR;2024CIAB9C2059;2024CIAB9C1180
20866;France;Conteneur 40' High cube;3204140000;1300;1300;1300;EUR;2024CIAB9C2059;2024CIAB9C1180
20867;France;Conteneur 40' High cube;3204170000;211;1072;3400;EUR;2024CIAB9C2059;2024CIAB9C1180
20868;France;Conteneur 40' High cube;3204190000;113;1611;3625;EUR;2024CIAB9C2059;2024CIAB9C1180
20869;France;Conteneur 40' High cube;3204200000;371;548;766;EUR;2024CIAB9C2059;2024CIAB9C1180
20870;France;Conteneur 40' High cube;3204900000;963;963;963;EUR;2024CIAB9C2059;2024CIAB9C1180
20871;France;Conteneur 40' High cube;3206410000;773;773;773;EUR;2024CIAB9C2059;2024CIAB9C1180
20872;France;Conteneur 40' High cube;3206499000;253;1161;2069;EUR;2024CIAB9C2059;2024CIAB9C1180
20873;France;Conteneur 40' High cube;3208100000;119;1503;4094;EUR;2024CIAB9C2059;2024CIAB9C1180
20874;France;Conteneur 40' High cube;3208201000;249;809;1236;EUR;2024CIAB9C2059;2024CIAB9C1180
20875;France;Conteneur 40' High cube;3208202000;1275;1275;1275;EUR;2024CIAB9C2059;2024CIAB9C1180
20876;France;Conteneur 40' High cube;3208209000;50;1383;4949;EUR;2024CIAB9C2059;2024CIAB9C1180
20877;France;Conteneur 40' High cube;3208901000;440;1234;3007;EUR;2024CIAB9C2059;2024CIAB9C1180
20878;France;Conteneur 40' High cube;3208902900;262;304;347;EUR;2024CIAB9C2059;2024CIAB9C1180
20879;France;Conteneur 40' High cube;3208909000;34;1284;4094;EUR;2024CIAB9C2059;2024CIAB9C1180
20880;France;Conteneur 40' High cube;3209101000;45;1105;4363;EUR;2024CIAB9C2059;2024CIAB9C1180
20881;France;Conteneur 40' High cube;3209102000;344;1812;4363;EUR;2024CIAB9C2059;2024CIAB9C1180
20882;France;Conteneur 40' High cube;3210001000;7;197909;786168;EUR;2024CIAB9C2059;2024CIAB9C1180
20883;France;Conteneur 40' High cube;3212100000;380;645;910;EUR;2024CIAB9C2059;2024CIAB9C1180
20884;France;Conteneur 40' High cube;3212900000;1171;1294;1433;EUR;2024CIAB9C2059;2024CIAB9C1180
20885;France;Conteneur 40' High cube;3213100000;180;1022;2924;EUR;2024CIAB9C2059;2024CIAB9C1180
20886;France;Conteneur 40' High cube;3213900000;139;259;378;EUR;2024CIAB9C2059;2024CIAB9C1180
20887;France;Conteneur 40' High cube;3214101000;71;1676;6322;EUR;2024CIAB9C2059;2024CIAB9C1180
20888;France;Conteneur 40' High cube;3214102000;100;701;2473;EUR;2024CIAB9C2059;2024CIAB9C1180
20889;France;Conteneur 40' High cube;3214900000;115;936;2625;EUR;2024CIAB9C2059;2024CIAB9C1180
20890;France;Conteneur 40' High cube;3215110000;4;1251;4949;EUR;2024CIAB9C2059;2024CIAB9C1180
20891;France;Conteneur 40' High cube;3215190000;1;1168;4949;EUR;2024CIAB9C2059;2024CIAB9C1180
20892;France;Conteneur 40' High cube;3215901000;990;990;990;EUR;2024CIAB9C2059;2024CIAB9C1180
20893;France;Conteneur 40' High cube;3215909000;80;858;1673;EUR;2024CIAB9C2059;2024CIAB9C1180
20894;France;Conteneur 40' High cube;3301120000;46;410;684;EUR;2024CIAB9C2059;2024CIAB9C1180
20895;France;Conteneur 40' High cube;3301240000;46;46;46;EUR;2024CIAB9C2059;2024CIAB9C1180
20896;France;Conteneur 40' High cube;3301250000;1480;1480;1480;EUR;2024CIAB9C2059;2024CIAB9C1180
20897;France;Conteneur 40' High cube;3301291000;529;529;529;EUR;2024CIAB9C2059;2024CIAB9C1180
20898;France;Conteneur 40' High cube;3301299000;46;1059;2589;EUR;2024CIAB9C2059;2024CIAB9C1180
20899;France;Conteneur 40' High cube;3301300000;81;124;166;EUR;2024CIAB9C2059;2024CIAB9C1180
20900;France;Conteneur 40' High cube;3301900000;294;1944;4204;EUR;2024CIAB9C2059;2024CIAB9C1180
20901;France;Conteneur 40' High cube;3302100000;50;1151;4045;EUR;2024CIAB9C2059;2024CIAB9C1180
20902;France;Conteneur 40' High cube;3302901000;18;1029;4941;EUR;2024CIAB9C2059;2024CIAB9C1180
20903;France;Conteneur 40' High cube;3302909000;4;834;4850;EUR;2024CIAB9C2059;2024CIAB9C1180
20904;France;Conteneur 40' High cube;3303001000;5;85749;787200;EUR;2024CIAB9C2059;2024CIAB9C1180
20905;France;Conteneur 40' High cube;3303002000;76;2149;4334;EUR;2024CIAB9C2059;2024CIAB9C1180
20906;France;Conteneur 40' High cube;3303009000;44;66840;787200;EUR;2024CIAB9C2059;2024CIAB9C1180
20907;France;Conteneur 40' High cube;3304100000;72;1922;4050;EUR;2024CIAB9C2059;2024CIAB9C1180
20908;France;Conteneur 40' High cube;3304200000;76;2296;4050;EUR;2024CIAB9C2059;2024CIAB9C1180
20909;France;Conteneur 40' High cube;3304300000;83;1732;4334;EUR;2024CIAB9C2059;2024CIAB9C1180
20910;France;Conteneur 40' High cube;3304910000;46;2226;4308;EUR;2024CIAB9C2059;2024CIAB9C1180
20911;France;Conteneur 40' High cube;3304990000;17;4917;600000;EUR;2024CIAB9C2059;2024CIAB9C1180
20912;France;Conteneur 40' High cube;3305100000;103;6843;600000;EUR;2024CIAB9C2059;2024CIAB9C1180
20913;France;Conteneur 40' High cube;3305300000;302;1726;4045;EUR;2024CIAB9C2059;2024CIAB9C1180
20914;France;Conteneur 40' High cube;3305900000;46;9610;600000;EUR;2024CIAB9C2059;2024CIAB9C1180
20915;France;Conteneur 40' High cube;3306100000;103;2463;4334;EUR;2024CIAB9C2059;2024CIAB9C1180
20916;France;Conteneur 40' High cube;3306200000;103;1668;3096;EUR;2024CIAB9C2059;2024CIAB9C1180
20917;France;Conteneur 40' High cube;3306900000;103;2517;7748;EUR;2024CIAB9C2059;2024CIAB9C1180
20918;France;Conteneur 40' High cube;3307100000;49;1760;4105;EUR;2024CIAB9C2059;2024CIAB9C1180
20919;France;Conteneur 40' High cube;3307200000;46;9480;787200;EUR;2024CIAB9C2059;2024CIAB9C1180
20920;France;Conteneur 40' High cube;3307300000;55;1247;3909;EUR;2024CIAB9C2059;2024CIAB9C1180
20921;France;Conteneur 40' High cube;3307410000;4;1272;3468;EUR;2024CIAB9C2059;2024CIAB9C1180
20922;France;Conteneur 40' High cube;3307490000;89;15641;700000;EUR;2024CIAB9C2059;2024CIAB9C1180
