;Origine;Type Conteneur;SH Déclaré;Fret Unitaire min;Fret Unitaire moyen;Fret Unitaire max;Devise;N° Déclaration inf;N° Déclaration sup
0;Afrique du Sud;20' conteneur citerne;2207109000;2331;2332;2333;EUR;2024CIAB9C2059;2024CIAB9C1180
1;Afrique du Sud;20' conteneur standard;403201000;4150;4150;4150;EUR;2024CIAB9C2059;2024CIAB9C1180
2;Afrique du Sud;20' conteneur standard;403202000;4150;4150;4150;EUR;2024CIAB9C2059;2024CIAB9C1180
3;Afrique du Sud;20' conteneur standard;1005900000;529;1010;2160;EUR;2024CIAB9C2059;2024CIAB9C1180
4;Afrique du Sud;20' conteneur standard;1103130000;2148;2148;2148;EUR;2024CIAB9C2059;2024CIAB9C1180
5;Afrique du Sud;20' conteneur standard;2207109000;2331;2331;2331;EUR;2024CIAB9C2059;2024CIAB9C1180
6;Afrique du Sud;20' conteneur standard;2309901000;2975;2975;2975;EUR;2024CIAB9C2059;2024CIAB9C1180
7;Afrique du Sud;20' conteneur standard;2309909000;2975;4004;5034;EUR;2024CIAB9C2059;2024CIAB9C1180
8;Afrique du Sud;20' conteneur standard;2504100000;1000;1000;1000;EUR;2024CIAB9C2059;2024CIAB9C1180
9;Afrique du Sud;20' conteneur standard;2602000000;600000;600000;600000;EUR;2024CIAB9C2059;2024CIAB9C1180
10;Afrique du Sud;20' conteneur standard;2710193990;7450;7450;7450;EUR;2024CIAB9C2059;2024CIAB9C1180
11;Afrique du Sud;20' conteneur standard;2815110000;4900;4900;4900;EUR;2024CIAB9C2059;2024CIAB9C1180
12;Afrique du Sud;20' conteneur standard;2820900000;2575;2575;2575;EUR;2024CIAB9C2059;2024CIAB9C1180
13;Afrique du Sud;20' conteneur standard;2827100000;4900;4900;4900;EUR;2024CIAB9C2059;2024CIAB9C1180
14;Afrique du Sud;20' conteneur standard;2904990000;4900;4900;4900;EUR;2024CIAB9C2059;2024CIAB9C1180
15;Afrique du Sud;20' conteneur standard;2905310000;7450;7450;7450;EUR;2024CIAB9C2059;2024CIAB9C1180
16;Afrique du Sud;20' conteneur standard;2921110000;3499;3499;3499;EUR;2024CIAB9C2059;2024CIAB9C1180
17;Afrique du Sud;20' conteneur standard;2930400000;5034;5034;5034;EUR;2024CIAB9C2059;2024CIAB9C1180
18;Afrique du Sud;20' conteneur standard;3204160000;515;515;515;EUR;2024CIAB9C2059;2024CIAB9C1180
19;Afrique du Sud;20' conteneur standard;3304990000;481;481;481;EUR;2024CIAB9C2059;2024CIAB9C1180
20;Afrique du Sud;20' conteneur standard;3402900000;7450;7450;7450;EUR;2024CIAB9C2059;2024CIAB9C1180
21;Afrique du Sud;20' conteneur standard;3403190000;7450;7450;7450;EUR;2024CIAB9C2059;2024CIAB9C1180
22;Afrique du Sud;20' conteneur standard;3404200000;7450;7450;7450;EUR;2024CIAB9C2059;2024CIAB9C1180
23;Afrique du Sud;20' conteneur standard;3822190000;3915;3915;3915;EUR;2024CIAB9C2059;2024CIAB9C1180
24;Afrique du Sud;20' conteneur standard;3824992000;4900;4900;4900;EUR;2024CIAB9C2059;2024CIAB9C1180
25;Afrique du Sud;20' conteneur standard;3824999900;4900;4900;4900;EUR;2024CIAB9C2059;2024CIAB9C1180
26;Afrique du Sud;20' conteneur standard;3906900000;7450;7450;7450;EUR;2024CIAB9C2059;2024CIAB9C1180
27;Afrique du Sud;20' conteneur standard;3921901000;1738;1738;1738;EUR;2024CIAB9C2059;2024CIAB9C1180
28;Afrique du Sud;20' conteneur standard;3926909900;554;1146;1738;EUR;2024CIAB9C2059;2024CIAB9C1180
29;Afrique du Sud;20' conteneur standard;4011100000;1748;1748;1748;EUR;2024CIAB9C2059;2024CIAB9C1180
30;Afrique du Sud;20' conteneur standard;4015190000;554;554;554;EUR;2024CIAB9C2059;2024CIAB9C1180
31;Afrique du Sud;20' conteneur standard;4016990000;1738;2540;3343;EUR;2024CIAB9C2059;2024CIAB9C1180
32;Afrique du Sud;20' conteneur standard;4203290000;554;554;554;EUR;2024CIAB9C2059;2024CIAB9C1180
33;Afrique du Sud;20' conteneur standard;4418110000;1;1;1;EUR;2024CIAB9C2059;2024CIAB9C1180
34;Afrique du Sud;20' conteneur standard;4802699000;554;554;554;EUR;2024CIAB9C2059;2024CIAB9C1180
35;Afrique du Sud;20' conteneur standard;5901900000;554;554;554;EUR;2024CIAB9C2059;2024CIAB9C1180
36;Afrique du Sud;20' conteneur standard;6201900000;554;554;554;EUR;2024CIAB9C2059;2024CIAB9C1180
37;Afrique du Sud;20' conteneur standard;6806100000;277;277;277;EUR;2024CIAB9C2059;2024CIAB9C1180
38;Afrique du Sud;20' conteneur standard;6909110000;554;554;554;EUR;2024CIAB9C2059;2024CIAB9C1180
39;Afrique du Sud;20' conteneur standard;7017900000;554;554;554;EUR;2024CIAB9C2059;2024CIAB9C1180
40;Afrique du Sud;20' conteneur standard;7020009000;554;554;554;EUR;2024CIAB9C2059;2024CIAB9C1180
41;Afrique du Sud;20' conteneur standard;7113190000;554;554;554;EUR;2024CIAB9C2059;2024CIAB9C1180
42;Afrique du Sud;20' conteneur standard;7115900000;554;554;554;EUR;2024CIAB9C2059;2024CIAB9C1180
43;Afrique du Sud;20' conteneur standard;7318140000;417;1072;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
44;Afrique du Sud;20' conteneur standard;7318290000;277;277;277;EUR;2024CIAB9C2059;2024CIAB9C1180
45;Afrique du Sud;20' conteneur standard;7325910000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
46;Afrique du Sud;20' conteneur standard;7325991000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
47;Afrique du Sud;20' conteneur standard;7325999000;1738;1738;1738;EUR;2024CIAB9C2059;2024CIAB9C1180
48;Afrique du Sud;20' conteneur standard;7326909000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
49;Afrique du Sud;20' conteneur standard;7605210000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
50;Afrique du Sud;20' conteneur standard;7608200000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
51;Afrique du Sud;20' conteneur standard;7610900000;417;417;417;EUR;2024CIAB9C2059;2024CIAB9C1180
52;Afrique du Sud;20' conteneur standard;8207190000;525;525;525;EUR;2024CIAB9C2059;2024CIAB9C1180
53;Afrique du Sud;20' conteneur standard;8302420000;1;1;1;EUR;2024CIAB9C2059;2024CIAB9C1180
54;Afrique du Sud;20' conteneur standard;8302600000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
55;Afrique du Sud;20' conteneur standard;8409990000;554;554;554;EUR;2024CIAB9C2059;2024CIAB9C1180
56;Afrique du Sud;20' conteneur standard;8412210000;1738;1738;1738;EUR;2024CIAB9C2059;2024CIAB9C1180
57;Afrique du Sud;20' conteneur standard;8413500000;1738;1738;1738;EUR;2024CIAB9C2059;2024CIAB9C1180
58;Afrique du Sud;20' conteneur standard;8413919000;3915;3915;3915;EUR;2024CIAB9C2059;2024CIAB9C1180
59;Afrique du Sud;20' conteneur standard;8416900000;277;277;277;EUR;2024CIAB9C2059;2024CIAB9C1180
60;Afrique du Sud;20' conteneur standard;8417900000;3915;3915;3915;EUR;2024CIAB9C2059;2024CIAB9C1180
61;Afrique du Sud;20' conteneur standard;8419340000;7450;7450;7450;EUR;2024CIAB9C2059;2024CIAB9C1180
62;Afrique du Sud;20' conteneur standard;8421391000;315;315;315;EUR;2024CIAB9C2059;2024CIAB9C1180
63;Afrique du Sud;20' conteneur standard;8421990000;784;784;784;EUR;2024CIAB9C2059;2024CIAB9C1180
64;Afrique du Sud;20' conteneur standard;8431430000;525;3987;7450;EUR;2024CIAB9C2059;2024CIAB9C1180
65;Afrique du Sud;20' conteneur standard;8446210000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
66;Afrique du Sud;20' conteneur standard;8446290000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
67;Afrique du Sud;20' conteneur standard;8456120000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
68;Afrique du Sud;20' conteneur standard;8467890000;277;277;277;EUR;2024CIAB9C2059;2024CIAB9C1180
69;Afrique du Sud;20' conteneur standard;8501320000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
70;Afrique du Sud;20' conteneur standard;8501530000;434;434;434;EUR;2024CIAB9C2059;2024CIAB9C1180
71;Afrique du Sud;20' conteneur standard;8503000000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
72;Afrique du Sud;20' conteneur standard;8504100000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
73;Afrique du Sud;20' conteneur standard;8504402000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
74;Afrique du Sud;20' conteneur standard;8504900000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
75;Afrique du Sud;20' conteneur standard;8507200000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
76;Afrique du Sud;20' conteneur standard;8517610000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
77;Afrique du Sud;20' conteneur standard;8517620000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
78;Afrique du Sud;20' conteneur standard;8517690000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
79;Afrique du Sud;20' conteneur standard;8530900000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
80;Afrique du Sud;20' conteneur standard;8531100000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
81;Afrique du Sud;20' conteneur standard;8531800000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
82;Afrique du Sud;20' conteneur standard;8531900000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
83;Afrique du Sud;20' conteneur standard;8536410000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
84;Afrique du Sud;20' conteneur standard;8536500000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
85;Afrique du Sud;20' conteneur standard;8536900000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
86;Afrique du Sud;20' conteneur standard;8537100000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
87;Afrique du Sud;20' conteneur standard;8538900000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
88;Afrique du Sud;20' conteneur standard;8543100000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
89;Afrique du Sud;20' conteneur standard;8544110000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
90;Afrique du Sud;20' conteneur standard;8544200000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
91;Afrique du Sud;20' conteneur standard;8546900000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
92;Afrique du Sud;20' conteneur standard;8802200000;1831;1831;1831;EUR;2024CIAB9C2059;2024CIAB9C1180
93;Afrique du Sud;20' conteneur standard;9004909000;554;554;554;EUR;2024CIAB9C2059;2024CIAB9C1180
94;Afrique du Sud;20' conteneur standard;9013900000;554;554;554;EUR;2024CIAB9C2059;2024CIAB9C1180
95;Afrique du Sud;20' conteneur standard;9020000000;554;554;554;EUR;2024CIAB9C2059;2024CIAB9C1180
96;Afrique du Sud;20' conteneur standard;9030900000;1400;1400;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
97;Afrique du Sud;20' conteneur standard;9031800000;554;1956;3915;EUR;2024CIAB9C2059;2024CIAB9C1180
98;Afrique du Sud;20' conteneur standard;9403200000;784;1092;1400;EUR;2024CIAB9C2059;2024CIAB9C1180
99;Afrique du Sud;20' conteneur standard;9406900000;878;878;878;EUR;2024CIAB9C2059;2024CIAB9C1180
100;Afrique du Sud;20' conteneur standard;9603900000;554;554;554;EUR;2024CIAB9C2059;2024CIAB9C1180
101;Afrique du Sud;20' conteneur standard;9604000000;554;554;554;EUR;2024CIAB9C2059;2024CIAB9C1180
102;Afrique du Sud;20' standard;1005900000;2300;2300;2300;EUR;2024CIAB9C2059;2024CIAB9C1180
103;Afrique du Sud;20' standard;2508100000;3600;3600;3600;EUR;2024CIAB9C2059;2024CIAB9C1180
104;Afrique du Sud;20' standard;2710193300;3600;3600;3600;EUR;2024CIAB9C2059;2024CIAB9C1180
105;Afrique du Sud;20' standard;2905310000;3600;3600;3600;EUR;2024CIAB9C2059;2024CIAB9C1180
106;Afrique du Sud;20' standard;3206499000;3631;3631;3631;EUR;2024CIAB9C2059;2024CIAB9C1180
107;Afrique du Sud;20' standard;3402499000;3600;3600;3600;EUR;2024CIAB9C2059;2024CIAB9C1180
108;Afrique du Sud;20' standard;3404200000;3600;3600;3600;EUR;2024CIAB9C2059;2024CIAB9C1180
109;Afrique du Sud;20' standard;3811290000;3600;3600;3600;EUR;2024CIAB9C2059;2024CIAB9C1180
110;Afrique du Sud;20' standard;3811900000;3600;3600;3600;EUR;2024CIAB9C2059;2024CIAB9C1180
111;Afrique du Sud;20' standard;3916100000;1109;1109;1109;EUR;2024CIAB9C2059;2024CIAB9C1180
112;Afrique du Sud;20' standard;3921902000;1109;1109;1109;EUR;2024CIAB9C2059;2024CIAB9C1180
113;Afrique du Sud;20' standard;3926909900;554;832;1109;EUR;2024CIAB9C2059;2024CIAB9C1180
114;Afrique du Sud;20' standard;4015190000;832;832;832;EUR;2024CIAB9C2059;2024CIAB9C1180
115;Afrique du Sud;20' standard;4203290000;832;832;832;EUR;2024CIAB9C2059;2024CIAB9C1180
116;Afrique du Sud;20' standard;4802699000;832;971;1109;EUR;2024CIAB9C2059;2024CIAB9C1180
117;Afrique du Sud;20' standard;4805400000;554;554;554;EUR;2024CIAB9C2059;2024CIAB9C1180
118;Afrique du Sud;20' standard;4817100000;832;832;832;EUR;2024CIAB9C2059;2024CIAB9C1180
119;Afrique du Sud;20' standard;5901900000;554;832;1109;EUR;2024CIAB9C2059;2024CIAB9C1180
120;Afrique du Sud;20' standard;6201900000;554;832;1109;EUR;2024CIAB9C2059;2024CIAB9C1180
121;Afrique du Sud;20' standard;6307900000;1109;1109;1109;EUR;2024CIAB9C2059;2024CIAB9C1180
122;Afrique du Sud;20' standard;6601100000;6211;6211;6211;EUR;2024CIAB9C2059;2024CIAB9C1180
123;Afrique du Sud;20' standard;6806100000;832;971;1109;EUR;2024CIAB9C2059;2024CIAB9C1180
124;Afrique du Sud;20' standard;6903200000;554;554;554;EUR;2024CIAB9C2059;2024CIAB9C1180
125;Afrique du Sud;20' standard;6909110000;554;693;832;EUR;2024CIAB9C2059;2024CIAB9C1180
126;Afrique du Sud;20' standard;7017900000;554;832;1109;EUR;2024CIAB9C2059;2024CIAB9C1180
127;Afrique du Sud;20' standard;7115900000;832;832;832;EUR;2024CIAB9C2059;2024CIAB9C1180
128;Afrique du Sud;20' standard;7326909000;4368;4368;4368;EUR;2024CIAB9C2059;2024CIAB9C1180
129;Afrique du Sud;20' standard;7804190000;832;832;832;EUR;2024CIAB9C2059;2024CIAB9C1180
130;Afrique du Sud;20' standard;8416900000;1109;1109;1109;EUR;2024CIAB9C2059;2024CIAB9C1180
131;Afrique du Sud;20' standard;8421391000;832;832;832;EUR;2024CIAB9C2059;2024CIAB9C1180
132;Afrique du Sud;20' standard;8424900000;5774;5774;5774;EUR;2024CIAB9C2059;2024CIAB9C1180
133;Afrique du Sud;20' standard;8467190000;554;554;554;EUR;2024CIAB9C2059;2024CIAB9C1180
134;Afrique du Sud;20' standard;8467890000;1109;1109;1109;EUR;2024CIAB9C2059;2024CIAB9C1180
135;Afrique du Sud;20' standard;8474390000;4368;4368;4368;EUR;2024CIAB9C2059;2024CIAB9C1180
136;Afrique du Sud;20' standard;8537100000;1109;1109;1109;EUR;2024CIAB9C2059;2024CIAB9C1180
137;Afrique du Sud;20' standard;8539490000;1109;1109;1109;EUR;2024CIAB9C2059;2024CIAB9C1180
138;Afrique du Sud;20' standard;9020000000;1109;1109;1109;EUR;2024CIAB9C2059;2024CIAB9C1180
139;Afrique du Sud;20' standard;9026800000;1109;1109;1109;EUR;2024CIAB9C2059;2024CIAB9C1180
140;Afrique du Sud;20' standard;9027900000;832;832;832;EUR;2024CIAB9C2059;2024CIAB9C1180
141;Afrique du Sud;20' standard;9031900000;832;971;1109;EUR;2024CIAB9C2059;2024CIAB9C1180
142;Afrique du Sud;20' standard;9604000000;832;832;832;EUR;2024CIAB9C2059;2024CIAB9C1180
143;Afrique du Sud;40' conteneur ? toit ouvrant;3917239000;4974;4974;4974;EUR;2024CIAB9C2059;2024CIAB9C1180
144;Afrique du Sud;40' conteneur ? toit ouvrant;4009210000;4974;4974;4974;EUR;2024CIAB9C2059;2024CIAB9C1180
145;Afrique du Sud;40' conteneur ? toit ouvrant;4009420000;4974;4974;4974;EUR;2024CIAB9C2059;2024CIAB9C1180
146;Afrique du Sud;40' conteneur ? toit ouvrant;4016940000;13500;13500;13500;EUR;2024CIAB9C2059;2024CIAB9C1180
147;Afrique du Sud;40' conteneur ? toit ouvrant;6912001000;4974;4974;4974;EUR;2024CIAB9C2059;2024CIAB9C1180
148;Afrique du Sud;40' conteneur ? toit ouvrant;7207190000;4974;4974;4974;EUR;2024CIAB9C2059;2024CIAB9C1180
149;Afrique du Sud;40' conteneur ? toit ouvrant;7208250000;4974;4974;4974;EUR;2024CIAB9C2059;2024CIAB9C1180
150;Afrique du Sud;40' conteneur ? toit ouvrant;7208510000;4974;4974;4974;EUR;2024CIAB9C2059;2024CIAB9C1180
151;Afrique du Sud;40' conteneur ? toit ouvrant;7211140000;4974;4974;4974;EUR;2024CIAB9C2059;2024CIAB9C1180
152;Afrique du Sud;40' conteneur ? toit ouvrant;7214990000;4642;4642;4642;EUR;2024CIAB9C2059;2024CIAB9C1180
153;Afrique du Sud;40' conteneur ? toit ouvrant;7215500000;4974;4974;4974;EUR;2024CIAB9C2059;2024CIAB9C1180
154;Afrique du Sud;40' conteneur ? toit ouvrant;7216100000;4974;4974;4974;EUR;2024CIAB9C2059;2024CIAB9C1180
155;Afrique du Sud;40' conteneur ? toit ouvrant;7216320000;4974;4974;4974;EUR;2024CIAB9C2059;2024CIAB9C1180
156;Afrique du Sud;40' conteneur ? toit ouvrant;7216990000;4642;4808;4974;EUR;2024CIAB9C2059;2024CIAB9C1180
157;Afrique du Sud;40' conteneur ? toit ouvrant;7219120000;4974;4974;4974;EUR;2024CIAB9C2059;2024CIAB9C1180
158;Afrique du Sud;40' conteneur ? toit ouvrant;7219900000;4642;4642;4642;EUR;2024CIAB9C2059;2024CIAB9C1180
159;Afrique du Sud;40' conteneur ? toit ouvrant;7222400000;4974;4974;4974;EUR;2024CIAB9C2059;2024CIAB9C1180
160;Afrique du Sud;40' conteneur ? toit ouvrant;7304110000;4642;4642;4642;EUR;2024CIAB9C2059;2024CIAB9C1180
161;Afrique du Sud;40' conteneur ? toit ouvrant;7304900000;4974;4974;4974;EUR;2024CIAB9C2059;2024CIAB9C1180
162;Afrique du Sud;40' conteneur ? toit ouvrant;7306110000;4974;4974;4974;EUR;2024CIAB9C2059;2024CIAB9C1180
163;Afrique du Sud;40' conteneur ? toit ouvrant;7306409000;4974;4974;4974;EUR;2024CIAB9C2059;2024CIAB9C1180
164;Afrique du Sud;40' conteneur ? toit ouvrant;7306690000;4642;4642;4642;EUR;2024CIAB9C2059;2024CIAB9C1180
165;Afrique du Sud;40' conteneur ? toit ouvrant;7306900000;4642;4642;4642;EUR;2024CIAB9C2059;2024CIAB9C1180
166;Afrique du Sud;40' conteneur ? toit ouvrant;7315120000;4974;4974;4974;EUR;2024CIAB9C2059;2024CIAB9C1180
167;Afrique du Sud;40' conteneur ? toit ouvrant;7326909000;4642;4891;4974;EUR;2024CIAB9C2059;2024CIAB9C1180
168;Afrique du Sud;40' conteneur ? toit ouvrant;8413810000;4642;4642;4642;EUR;2024CIAB9C2059;2024CIAB9C1180
169;Afrique du Sud;40' conteneur ? toit ouvrant;8466940000;4974;4974;4974;EUR;2024CIAB9C2059;2024CIAB9C1180
170;Afrique du Sud;40' conteneur ? toit ouvrant;8474200000;4974;4974;4974;EUR;2024CIAB9C2059;2024CIAB9C1180
171;Afrique du Sud;40' conteneur ? toit ouvrant;8474900000;4974;4974;4974;EUR;2024CIAB9C2059;2024CIAB9C1180
172;Afrique du Sud;40' conteneur ? toit ouvrant;8544200000;4642;4642;4642;EUR;2024CIAB9C2059;2024CIAB9C1180
173;Afrique du Sud;40' conteneur ? toit ouvrant;8544499000;4974;4974;4974;EUR;2024CIAB9C2059;2024CIAB9C1180
174;Afrique du Sud;40' conteneur plateau;3917399000;113652;113652;113652;EUR;2024CIAB9C2059;2024CIAB9C1180
175;Afrique du Sud;40' conteneur plateau;8413810000;113652;113652;113652;EUR;2024CIAB9C2059;2024CIAB9C1180
176;Afrique du Sud;40' conteneur plateau;8474100000;5650;5650;5650;EUR;2024CIAB9C2059;2024CIAB9C1180
177;Afrique du Sud;40' conteneur plateau;8483100000;113652;113652;113652;EUR;2024CIAB9C2059;2024CIAB9C1180
178;Afrique du Sud;40' conteneur standard;1005100000;6760;6760;6760;EUR;2024CIAB9C2059;2024CIAB9C1180
179;Afrique du Sud;40' conteneur standard;1905200000;9750;9750;9750;EUR;2024CIAB9C2059;2024CIAB9C1180
180;Afrique du Sud;40' conteneur standard;1905310000;9750;9750;9750;EUR;2024CIAB9C2059;2024CIAB9C1180
181;Afrique du Sud;40' conteneur standard;1905320000;9750;9750;9750;EUR;2024CIAB9C2059;2024CIAB9C1180
182;Afrique du Sud;40' conteneur standard;2103200000;9750;9750;9750;EUR;2024CIAB9C2059;2024CIAB9C1180
183;Afrique du Sud;40' conteneur standard;2103909900;9750;9750;9750;EUR;2024CIAB9C2059;2024CIAB9C1180
184;Afrique du Sud;40' conteneur standard;2501002000;9750;9750;9750;EUR;2024CIAB9C2059;2024CIAB9C1180
185;Afrique du Sud;40' conteneur standard;2836500000;4000;4000;4000;EUR;2024CIAB9C2059;2024CIAB9C1180
186;Afrique du Sud;40' conteneur standard;3808911190;1728;1728;1728;EUR;2024CIAB9C2059;2024CIAB9C1180
187;Afrique du Sud;40' conteneur standard;3902100000;1657;1929;2125;EUR;2024CIAB9C2059;2024CIAB9C1180
188;Afrique du Sud;40' conteneur standard;3923210000;9750;9750;9750;EUR;2024CIAB9C2059;2024CIAB9C1180
189;Afrique du Sud;40' conteneur standard;3923500000;9750;9750;9750;EUR;2024CIAB9C2059;2024CIAB9C1180
190;Afrique du Sud;40' conteneur standard;3924100000;9750;9750;9750;EUR;2024CIAB9C2059;2024CIAB9C1180
191;Afrique du Sud;40' conteneur standard;3926200000;9750;9750;9750;EUR;2024CIAB9C2059;2024CIAB9C1180
192;Afrique du Sud;40' conteneur standard;4016930000;11;554;1097;EUR;2024CIAB9C2059;2024CIAB9C1180
193;Afrique du Sud;40' conteneur standard;4819500000;9750;9750;9750;EUR;2024CIAB9C2059;2024CIAB9C1180
194;Afrique du Sud;40' conteneur standard;4821100000;9750;9750;9750;EUR;2024CIAB9C2059;2024CIAB9C1180
195;Afrique du Sud;40' conteneur standard;4901999000;90;90;90;EUR;2024CIAB9C2059;2024CIAB9C1180
196;Afrique du Sud;40' conteneur standard;6302510000;9750;9750;9750;EUR;2024CIAB9C2059;2024CIAB9C1180
197;Afrique du Sud;40' conteneur standard;6307100000;9750;9750;9750;EUR;2024CIAB9C2059;2024CIAB9C1180
198;Afrique du Sud;40' conteneur standard;7318220000;11;11;11;EUR;2024CIAB9C2059;2024CIAB9C1180
199;Afrique du Sud;40' conteneur standard;7318290000;11;11;11;EUR;2024CIAB9C2059;2024CIAB9C1180
200;Afrique du Sud;40' conteneur standard;7326909000;11;11;11;EUR;2024CIAB9C2059;2024CIAB9C1180
201;Afrique du Sud;40' conteneur standard;8207190000;221;221;221;EUR;2024CIAB9C2059;2024CIAB9C1180
202;Afrique du Sud;40' conteneur standard;8412900000;11;11;11;EUR;2024CIAB9C2059;2024CIAB9C1180
203;Afrique du Sud;40' conteneur standard;8418690000;96;96;96;EUR;2024CIAB9C2059;2024CIAB9C1180
204;Afrique du Sud;40' conteneur standard;8431490000;11;11;11;EUR;2024CIAB9C2059;2024CIAB9C1180
205;Afrique du Sud;40' conteneur standard;8481100000;11;11;11;EUR;2024CIAB9C2059;2024CIAB9C1180
206;Afrique du Sud;40' conteneur standard;8481900000;11;11;11;EUR;2024CIAB9C2059;2024CIAB9C1180
207;Afrique du Sud;40' conteneur standard;8483300000;11;11;11;EUR;2024CIAB9C2059;2024CIAB9C1180
208;Afrique du Sud;40' conteneur standard;8504409000;1432;1432;1432;EUR;2024CIAB9C2059;2024CIAB9C1180
209;Afrique du Sud;40' conteneur standard;8536900000;104;104;104;EUR;2024CIAB9C2059;2024CIAB9C1180
210;Afrique du Sud;40' conteneur standard;9401710000;7500;7500;7500;EUR;2024CIAB9C2059;2024CIAB9C1180
211;Afrique du Sud;40' conteneur standard;9403600000;7500;7500;7500;EUR;2024CIAB9C2059;2024CIAB9C1180
212;Afrique du Sud;40' conteneur standard;9403890000;7500;7500;7500;EUR;2024CIAB9C2059;2024CIAB9C1180
213;Afrique du Sud;40' standard;3206190000;4547;4547;4547;EUR;2024CIAB9C2059;2024CIAB9C1180
214;Afrique du Sud;40' standard;4016990000;0;209;770;EUR;2024CIAB9C2059;2024CIAB9C1180
215;Afrique du Sud;40' standard;8207190000;3373;3373;3373;EUR;2024CIAB9C2059;2024CIAB9C1180
216;Afrique du Sud;40' standard;8413919000;2539;2539;2539;EUR;2024CIAB9C2059;2024CIAB9C1180
217;Afrique du Sud;40' standard;8414590000;2539;2539;2539;EUR;2024CIAB9C2059;2024CIAB9C1180
218;Afrique du Sud;40' standard;8474900000;571;571;571;EUR;2024CIAB9C2059;2024CIAB9C1180
219;Afrique du Sud;40' standard;8481800000;71;71;71;EUR;2024CIAB9C2059;2024CIAB9C1180
220;Afrique du Sud;40' standard;8481900000;71;71;71;EUR;2024CIAB9C2059;2024CIAB9C1180
221;Afrique du Sud;40' standard;8504401000;4;4;4;EUR;2024CIAB9C2059;2024CIAB9C1180
222;Afrique du Sud;40' standard;8504409000;4453;4453;4453;EUR;2024CIAB9C2059;2024CIAB9C1180
223;Afrique du Sud;40' standard;8517620000;4;4;4;EUR;2024CIAB9C2059;2024CIAB9C1180
224;Afrique du Sud;40' standard;8536200000;952;952;952;EUR;2024CIAB9C2059;2024CIAB9C1180
225;Afrique du Sud;40' standard;8536900000;4;4;4;EUR;2024CIAB9C2059;2024CIAB9C1180
226;Afrique du Sud;40' standard;8538900000;952;952;952;EUR;2024CIAB9C2059;2024CIAB9C1180
227;Afrique du Sud;40' standard;8542310000;13;13;13;EUR;2024CIAB9C2059;2024CIAB9C1180
228;Afrique du Sud;40' standard;8544190000;952;952;952;EUR;2024CIAB9C2059;2024CIAB9C1180
229;Afrique du Sud;40' standard;8544499000;2539;2539;2539;EUR;2024CIAB9C2059;2024CIAB9C1180
230;Afrique du Sud;45x9 6 High cube a large palette;7318150000;885;885;885;EUR;2024CIAB9C2059;2024CIAB9C1180
231;Afrique du Sud;45x9 6 High cube a large palette;7325991000;885;885;885;EUR;2024CIAB9C2059;2024CIAB9C1180
232;Afrique du Sud;45x9 6 High cube a large palette;7326909000;885;885;885;EUR;2024CIAB9C2059;2024CIAB9C1180
233;Afrique du Sud;45x9 6 High cube a large palette;7616999000;885;885;885;EUR;2024CIAB9C2059;2024CIAB9C1180
234;Afrique du Sud;45x9 6 High cube a large palette;8446210000;885;885;885;EUR;2024CIAB9C2059;2024CIAB9C1180
