,Produit,Sous_Produit,Origine,PU_moy,PU_min,PU_max,PU_med
0,8541430000,Cellules photovoltaïques assemblées en module,Chine,1942.51,191.06632198252808,12768.411849710983,1094.7724332560733
1,8517710000, Antennes et réflecteurs d’antennes de tous,Chine,86332.38,890.6024200518583,473168.02,9870.283333333333
2,9403200000,"Meubles en métal, autres que des types utilisé",Chine,3239.39,137.07377777777776,29644.19230769231,694.2828566234396
3,8536490000,Relais pour une tension excédant 60 V mais n',Chine,7786.38,491.30323474220353,43379.83031088083,4230.4324324324325
4,8538100000,"Tableaux, panneaux, consoles, pupitres, armoires",Chine,2934.08,337.39923816433884,13119.133333333333,884.1016746411483
5,8544499000,"Autres conducteurs électriques, pour tension",Chine,10559.17,175.21109770808204,132048.31164901663,1074.3730027548208
6,8517620000,"Appareils pr la réception, la conversion, l'é",Chine,193159.20,370.4235294117647,5305227.575757576,36394.09722222222
7,8536300000,Autres appareils pour la protection des circuits,Chine,19586.94,329.0334382376082,165334.4,5933.407610006028
8,8544420000,"Autres conducteurs électriques, pour tension n",Chine,18379.18,22.73201506591337,297804.0,2485.420404604116
9,3921901000,"Autres plaques, feuilles, pellicules, bandes et",Chine,1274.06,43.39655172413793,9926.393700787401,613.6102362204724
10,8536900000,"Autres appareils pr coupure, sectionnement, prot",Chine,12239.58,2.803684598378777,365847.4038461539,803.984496124031
11,7318150000,"Autres vis et boulons, même avec leurs écrous",Chine,4284.11,6.9779050736497545,179841.0,523.7670441437896
12,8504409000,Convertisseurs statiques à l'exclusion des ond,Chine,18871.04,168.61718702266757,822570.0,615.2445561139028
13,9026100000,Instruments et appareils pour la mesure ou le co,Chine,17697.65,3.708029197080292,218752.75,3173.0
14,7308209000,"Tours et pylônes en fonte, fer ou acier autres",Chine,2179.17,276.56050955414014,11807.25,1206.6309819907585
15,7318160000,"Ecrous en fonte, fer ou acier",Chine,10740.90,113.37061095505618,145250.0,735.6
16,8507800000,"Autres accumulateurs électriques, y compris leu",Chine,1056.98,100.40171712607321,12780.929392446635,382.2859960552268
17,8504900000,"Parties de transformateurs électriques, de conv",Chine,12459.60,509.75897435897434,57640.0909342178,2250.0
18,7326909000,Autres ouvrages en fer ou en acier du n° 73.26,Chine,10295.45,38.81663326653307,783776.5,1095.2142857142858
19,6305390000,Autres sacs et sachet d'emballage de matières,Bresil,819.95,819.946875,819.946875,819.946875
20,7318240000,"Goupilles et clavettes, en fonte, fer ou acier",PLUSIEURS,62246.31,610.0,1113815.0,13068.138211382113
21,8474900000,Parties de machines et appareils du n° 84.74,PLUSIEURS,20603.26,1522.4159099580313,91269.71428571429,15354.595692277177
22,3105200000,Engrais minéraux ou chimiques contenant les tro,Pays-bas,1402.62,1228.8578229317852,1606.8838045206332,1387.3645404530043
23,2832100000,Sulfites de sodium,Chine,405.37,168.0,957.6973333333333,280.69942000000003
24,4011800000,"Pneumatiques neufs, en caoutchouc, utilisés pou",Luxembourg,3798.14,3145.9034920149766,5582.958398607485,3738.0401959371848
26,4011800000,"Pneumatiques neufs, en caoutchouc, utilisés pou",Chine,2726.50,168.486,9277.683125,2567.4068303312406
27,8461900000,outilstra,Malaisie,5549.95,5549.953481652701,5549.953481652701,5549.953481652701
28,8421310000,Filtres d'entrée d'air pour moteurs à allumag,PLUSIEURS,45710.32,120.19623971797886,688317.6666666666,22799.004347826085
29,8207190000,"Outils de forage ou de sondage, y compris les p",PLUSIEURS,29085.47,3748.285714285714,122706.32098765433,13940.171129845443
30,7318290000,"Autres articles non filetés, en fonte, fer ou",PLUSIEURS,29937.55,568.8255675029868,309612.0,11315.25
31,8413600000,Autres pompes volumétriques rotatives,Malaisie,5551.61,5551.608139534884,5551.608139534884,5551.608139534884
32,2916310000,"Acide benzoïque, ses sels et ses esters",Chine,893.21,679.5714117647059,1771.084,773.0552666666666
33,3824400000,"Additifs préparés pour ciments, mortiers ou b",Espagne,826.51,826.505808080808,826.505808080808,826.505808080808
34,2905320000,diol),Chine,772.67,691.5,968.5662790697675,743.8652880341881
35,1006309000,"blanchiou blanchi, même poli ou gla",Vietnam,345.42,200.98649915182358,471.0389693363844,341.4301468460648
37,2836500000,Carbonate de calcium,Tunisie,54.54,27.55019642857143,121.35205357142857,39.35742142857143
40,8421290000,Appareils pour la filtration ou l'épuration de,PLUSIEURS,51201.12,699.7,526078.0,32798.0
42,4011700000,"Pneumatiques neufs, en caoutchouc, des types uti",Chine,969.08,133.33333333333334,7367.712,706.1798704643418
43,8421990000,Parties des appareils pour la filtration ou l',PLUSIEURS,79746.27,309.88275862068963,1686020.0,37983.850980392155
44,8482990000,"Autres parties des roulements à billes, à gal",Malaisie,13858.94,5563.275362318841,20309.474759615383,15704.06
45,8431490000,Autres parties de machines et d'appareils des n,PLUSIEURS,61192.09,546.3125,2340397.0,33541.4
47,4016990000,Autres ouvrages en caoutchouc vulcanisé non du,Malaisie,110820.39,5830.777777777777,215810.0,110820.38888888889
48,8483600000,"Embrayages et organes d'accouplement, y compris",Malaisie,6536.48,4630.279411764706,9183.666666666666,6165.985963503048
49,3926909900,Autres ouvrages en matières plastiques et ouv,PLUSIEURS,136852.07,163.36552847490347,44769065.0,13782.407329401853
50,4011100000,"Pneumatiques neufs, en caoutchouc, des types uti",Chine,969.08,133.33333333333334,7367.712,706.1798704643418
51,8483400000,"Engrenages et roues de friction, autres que les",Malaisie,4696.49,423.4717977215893,15174.683531233866,4217.643014543852
52,8438900000,Parties de machines et appareils du n° 84.38,Inde,3993.92,3993.9226086956523,3993.9226086956523,3993.9226086956523
53,4016930000,"Joints, en caoutchouc vulcanisé non durci, aut",PLUSIEURS,79824.90,92.39064612057312,1284101.4,33453.819444444445
54,2710193990,"Autres huiles lubrifiantes, du n° 2710.19",Emirats Arabes Unis,718.27,157.0204027634867,2249.80650829808,527.9477302984056
55,8421399000,Appareils pr filtration ou épuration des gaz,PLUSIEURS,47593.16,1000.0,335916.0,27008.8986013986
56,8474200000,"Machines et appareils à concasser, broyer ou pu",Malaisie,5551.05,5551.045949214026,5551.045949214026,5551.045949214026
57,8421230000,Appareils pour la filtration des huiles minéra,PLUSIEURS,38769.69,525.0,510991.0,24221.86111111111
58,7318190000,"Articles filetés en fonte, fer ou acier, du n",Malaisie,5543.72,5543.723423423424,5543.723423423424,5543.723423423424
59,8424900000,Parties des appareils du n° 84.24,Etats-Unis,352000.09,13381.558607560512,1302075.0,46271.90476190476
60,7314500000,"Tôles et bandes déployées, en fer ou en acier",PLUSIEURS,32974.75,607.2784717119765,221440.16666666666,12409.6592039801
61,3907610000,"Poly(éthylène téréphtalate), d'un indice de",Chine,659.33,573.9623727272727,1024.8391451068617,612.7575454545454
63,4014100000,Préservatifs en caoutchouc vulcanisé non durci,Thailande,8242.32,8242.321511778411,8242.321511778411,8242.321511778411
64,4011200000,"Pneumatiques neufs, en caoutchouc, des types uti",Turquie,2496.43,2444.6218667059866,2584.959496991205,2444.6218667059866
66,4011200000,"Pneumatiques neufs, en caoutchouc, des types uti",Chine,969.08,133.33333333333334,7367.712,706.1798704643418
68,6305330000,Autres sacs et sachets d'emballage obtenues à,Vietnam,7129.70,51.25,52502.8,747.6641087112387
69,1701911000,"Sucres de canne ou de betterave, additionnés",Bresil,415.90,415.8964168,415.8964168,415.8964168
70,4811909000,"Autres papiers, cartons, ouate de cellulose et",Vietnam,850.97,850.972972972973,850.972972972973,850.972972972973
71,8525890000,"Autres caméras de télévision, appareils phot",Chine,14455.38,423.06666666666666,42781.126582278484,2666.666666666667
72,8473300000,"Parties et accessoires (autres que les coffrets,",Chine,68375.48,364.0729166666667,482784.0,7882.35294117647
74,8529900000,"Autres parties du N° 85.29, reconnaissables com",PLUSIEURS,76754.69,163.3692419589462,401384.5,7502.19246031746
75,9030900000,"Parties et accessoires des oscilloscopes, d'anal",PLUSIEURS,68059.28,10714.0,141468.0,60027.556850393696
76,9026200000,Instruments et appareils pour la mesure ou le co,France,297642.06,1093.2666666666667,5353647.0,13747.708333333332
77,9026200000,Instruments et appareils pour la mesure ou le co,Belgique,20335.00,20335.0,20335.0,20335.0
78,9026200000,Instruments et appareils pour la mesure ou le co,PLUSIEURS,121988.47,1042.7616707616708,6035066.8,44277.0
79,7317009000,"Pointes, punaises, crampons appointés, agrafes",PLUSIEURS,6003.10,2058.6749311294766,9604.75,6559.5
80,7419200000,"Autres ouvrages en cuivre, coulés, moulés, est",PLUSIEURS,10209.38,10209.379487179487,10209.379487179487,10209.379487179487
81,8207900000,Autres outils interchangeables pour outillage à,France,28979.37,348.9148936170213,771842.6666666666,7028.45
82,7419809000,Autres ouvrages en cuivre (à l'exclusion de ce,PLUSIEURS,22019.75,4592.0,41325.0,21289.754385964912
84,9403200000,"Meubles en métal, autres que des types utilisé",PLUSIEURS,19669.02,124.254,228661.75308641975,6107.007751937985
85,7307990000,"Autres accessoires de tuyauterie, en fonte, fer",France,23527.57,17.4,118072.0,12999.581280788178
86,8539390000,"Autres lampes et tubes à décharge, autres qu'",Belgique,19678.67,16399.0,26238.0,16399.0
87,8708500000,"Ponts avec différentiel, même pourvus d'autres",PLUSIEURS,18631.25,11994.57142857143,25989.833333333332,17803.867494987862
88,8536490000,Relais pour une tension excédant 60 V mais n',PLUSIEURS,101761.45,2624.0,773537.25,41543.916666666664
89,7210699000,"Produits laminés plats, en fer ou aciers non",Nigeria,634.60,634.6,634.6,634.6
90,8529100000,Antennes et réflecteurs d'antennes de tous type,Chine,4825.66,862.0689655172414,37621.05882352941,2000.0
91,8529100000,Antennes et réflecteurs d'antennes de tous type,Japon,5064.50,2258.0,7871.0,5064.5
92,8529100000,Antennes et réflecteurs d'antennes de tous type,PLUSIEURS,54227.74,2155.1724137931033,221808.26011560694,21308.71582529779
93,9029900000,"Parties et accessoires des stroboscopes, des aut",France,59109.06,2624.0,166613.0,8090.166666666667
94,9030330000,Autres instruments et appareils pour la mesure,PLUSIEURS,118802.36,1312.0,459826.0,83103.7888888889
95,9603900000,"Balais mécaniques pour emploi à la main, autre",PLUSIEURS,6447.48,1461.0520231213873,18757.574468085106,5074.413650306748
96,9403890000,Autres meubles en autres matières y compris l',PLUSIEURS,10210.56,10210.555555555555,10210.555555555555,10210.555555555555
97,8547200000,"Pièces isolantes en mat. plastiq., noyées dans",PLUSIEURS,19558.81,990.5,84712.14285714286,11807.26
98,8708930000,"Embrayages et leurs parties, des véhicules aut",France,11167.53,2647.25,24151.136363636364,11885.94
99,8708930000,"Embrayages et leurs parties, des véhicules aut",Japon,30798.17,9847.5,64180.21052631579,18366.8
100,8438300000,Machines et appareils pour la sucrerie,Italie,40563.92,40563.92151848938,40563.92151848938,40563.92151848938
101,7310290000,Autres récipients pour toutes matières (sauf,France,6053.74,1749.2133333333334,11260.666666666666,5794.291666666667
102,6813810000,Garnitures de freins ne contenant pas d'amiante,PLUSIEURS,48550.36,2008.5369272237197,200395.0,26084.0
103,8538100000,"Tableaux, panneaux, consoles, pupitres, armoires",PLUSIEURS,32641.38,1651.0312226117442,210489.33333333334,14433.184615384616
104,8302100000,Charnières de tous genres (y compris les paumel,PLUSIEURS,9973.57,310.7792207792208,34110.0,7871.0
105,8708920000,"Silencieux et tuyaux d'échappement, leurs part",France,13242.58,4919.5,31595.333333333332,12193.210884353743
106,9403200000,Meubles en métal autres que des types utilisés,Turquie,1086.51,16.4,7133.272957568081,607.6402848810178
107,8407900000,"Autres moteurs à piston alternatif ou rotatif,",Chine,3216.02,437.67446393762185,14005.0703125,812.3949044585987
108,8205590000,Enclumes; forges portatives; meules avec bâtis,France,14707.57,359.9121522693997,47885.0,8845.484848484848
110,8431410000,"preneuses,pelles, grapp",PLUSIEURS,8322.53,518.5429841897234,30797.24831081081,6062.573336856836
112,7418200000,Articles d'hygiène ou de toilette et leurs part,PLUSIEURS,15759.09,3689.75,31518.725,12596.27536231884
113,8536100000,"circuità fusibles, pour une",Belgique,27072.74,15087.0,55100.0,16278.733333333334
114,8536700000,"Connecteurs pour fibres optiques, faisceaux ou c",Chine,455635.76,175.21109770808204,15844150.333333334,7379.5
115,8536700000,"Connecteurs pour fibres optiques, faisceaux ou c",PLUSIEURS,74997.82,1495.9366515837105,833156.9069767442,24355.8
116,8536410000,Relais pour une tension n'excédant pas 60 V,France,37893.16,104.954,166613.0,13052.154999999999
117,8536410000,Relais pour une tension n'excédant pas 60 V,PLUSIEURS,71162.92,1091.0068728522338,874391.0,38865.75
118,8536410000,Relais pour une tension n'excédant pas 60 V,Belgique,15997.26,12944.233333333334,18367.0,15950.105263157895
120,8424890000,Appareils mécaniques (même à main) à projet,PLUSIEURS,18505.05,158.12458305537024,106342.20588235294,11268.47537878788
121,8413911000,Parties de pompes pour tous véhicules automob,Belgique,10276.67,2624.0,18367.0,9839.0
122,8517790000," Partie des arcticles du N° 85.17, à l'exclus",Chine,5835.41,370.1640287769784,58000.0,2500.0
123,9032890000,Autres instruments et appareils pour la régula,France,478910.66,3717.1666666666665,8030933.0,12530.931034482759
124,8515390000,Machines et appareils pour le soudage des méta,PLUSIEURS,32901.19,1543.4411764705883,280421.5,15713.064285714285
125,8481900000,Parties des articles de robineterie et organes s,PLUSIEURS,95236.82,418.3151364764268,679243.5,45917.0
126,7308909900,"Autres constructions et parties de construct.,",MANY,6454.25,1614.8099721059973,15411.683436532508,4395.247067044911
127,7308909900,"Autres constructions et parties de construct.,",Maroc,2134.90,1034.7429103440609,2848.3711568938193,2430.67069828722
128,7308909900,"Autres constructions et parties de construct.,",Portugal,23828.37,4336.611111111111,43320.11917808219,23828.36514459665
129,7308909900,"Autres constructions et parties de construct.,",Chine,2227.10,126.7536231884058,22952.931297709925,1246.318305785124
130,7308909900,"Autres constructions et parties de construct.,",Espagne,3589.16,374.93538123971473,17073.097222222223,1682.6627578762755
132,3907400000,Polycarbonates sous formes primaires,PLUSIEURS,34630.68,34630.67647058824,34630.67647058824,34630.67647058824
133,3814009000,Autres solvants et diluants organiques composite,PLUSIEURS,11301.56,1049.5,66252.0,6406.116071428572
134,8302410000,"Autres garnitures, ferrures et articles similai",PLUSIEURS,25883.00,496.6102610261026,197443.0,12656.711180124224
135,4016100000,Autres ouvrages en caoutchouc alvéolaire,PLUSIEURS,20437.04,4181.75,117420.0,11561.25
136,8302490000,"Autres garnitures, ferrures et articles similai",PLUSIEURS,25883.00,496.6102610261026,197443.0,12656.711180124224
138,8421310000,Filtres d'entrée d'air pour moteurs à allumag,Belgique,13991.66,4447.707317073171,18211.754545454547,16006.306569343065
140,8421310000,Filtres d'entrée d'air pour moteurs à allumag,France,17367.08,0.010638297872340425,215154.0,9729.986734313909
141,2501001000,Sel dénaturé,Turquie,94.61,94.60771428571428,94.60771428571428,94.60771428571428
143,8504401000,Onduleurs,Chine,7192.61,70.94064254150244,114168.67647058824,641.6109979633401
145,7318290000,"Autres articles non filetés, en fonte, fer ou",Belgique,2061.01,186.0109066121336,3936.0,2061.005453306067
146,8205700000,"jointset similaires, autres que ce",France,9561.10,3205.25,17917.866515837104,7560.186440677966
147,8413600000,Autres pompes volumétriques rotatives,Japon,21459.12,10035.363636363636,32021.125,22320.88
148,8511400000,"Démarreurs, même fonctionnant comme génératr",France,75447.91,2909.1404628890664,808071.947368421,13937.061728395061
149,8511400000,"Démarreurs, même fonctionnant comme génératr",PLUSIEURS,53580.66,426.0343642611684,278126.0,36919.45
150,7318220000,"Rondelles autres que les rondelles de blocage,",PLUSIEURS,33138.82,60.37313432835821,327978.0,13503.6
151,7907009000,Ouvrages en zinc à l'exception de ceux de forme,PLUSIEURS,28023.23,5505.357142857143,70187.0,22347.783524904215
153,8205519000,Autres outils et outillage à main (y compris,France,43810.92,763.2969696969697,153330.0,19532.88888888889
154,8206000000,"Outils d'au moins deux des n°s 82.02 à 82.05, c",France,7509.57,7509.568965517241,7509.568965517241,7509.568965517241
155,4010320000,"Courroies de transmission sans fin, en catchouc",PLUSIEURS,40823.44,1202.6666666666667,101345.5,38373.5
156,7009109000,Miroirs rétroviseurs pour véhicules autres qu,France,9230.15,59.92362180474284,17383.0,11807.2
157,7009109000,Miroirs rétroviseurs pour véhicules autres qu,Japon,21148.17,53.29780146568954,84290.5,2820.0
158,7616999000,"Autres ouvrages en aluminium, du n° 73.16",PLUSIEURS,29677.44,1312.0,182019.22222222222,14531.942813400576
159,8511100000,Bougies électriques d'allumage pour moteurs à,Belgique,17448.03,12980.722033898304,24919.410277324634,16884.63358778626
161,8511100000,Bougies électriques d'allumage pour moteurs à,Japon,7756.06,5346.0,10166.111111111111,7756.055555555556
162,8431420000,Lames de bouteurs (bulldozers) ou de bouteurs b,PLUSIEURS,27335.52,3265.89657980456,185143.75,5725.939953658848
163,8511300000,Distributeurs et bobines d'allumage électriques,Belgique,15199.32,12882.557377049181,16071.0,15921.863636363636
165,8511300000,Distributeurs et bobines d'allumage électriques,Japon,14732.62,10114.5,19350.75,14732.625
166,8426990000,grues,France,3804.80,459.1699,7555.666666666667,4144.106381047388
167,4901991000,"Livres, brochures et imprimés similaires scol",Inde,1554.21,1144.1311518638379,2142.738397860884,1429.3497461718835
168,7604290000,Barres et profilés (sauf profilés creux) en a,PLUSIEURS,11574.26,1304.153597249608,34110.0,8289.621513944223
171,8544499000,"Autres conducteurs électriques, pour tension",Belgique,21488.06,13017.619047619048,47285.82644628099,16970.558050053532
173,8544499000,"Autres conducteurs électriques, pour tension",Portugal,6226.39,3049.536632039366,9928.122893006575,6135.34320754717
174,8544499000,"Autres conducteurs électriques, pour tension",PLUSIEURS,104640.36,7.841184004553864,5513506.142857143,16346.88589771256
176,8482100000,Roulements à billes,Japon,52550.01,8681.0,93813.25,53852.89583333333
177,8421290000,Appareils pour la filtration ou l'épuration de,France,36624.44,3544.4509493670885,321637.5,8163.018518518518
179,7315890000,"Autres chaînes et chaînettes, en fonte, fer o",PLUSIEURS,46427.20,4104.11734253667,436867.0,17537.389423076922
180,7412200000,"Accessoires de tuyauterie (raccords, coudes, man",France,48645.24,1362.3846153846155,484096.0,9213.724220623502
181,7412200000,"Accessoires de tuyauterie (raccords, coudes, man",PLUSIEURS,35018.49,774.936754176611,207686.0,25910.0
183,8309909000,"couronnes),couvercles.",France,16092.62,663.0,29196.384047267355,15622.13596491228
184,8309909000,"couronnes),couvercles.",Espagne,2398.36,1801.271684737281,7673.452830188679,2279.710547095319
187,9403300000,Meubles en bois des types utilisés dans les bur,Suisse,1959.62,1959.619496855346,1959.619496855346,1959.619496855346
188,8205400000,Tournevis,France,9794.51,417.42424242424244,29518.0,4621.3133333333335
189,8421990000,Parties des appareils pour la filtration ou l',France,44826.47,638.4063545150501,367610.2272727273,12095.84
191,8421990000,Parties des appareils pour la filtration ou l',Japon,482342.80,9852.264705882353,1340970.0,96206.1204819277
193,7216610000,"Profilés en fer ou en aciers non alliés, obte",PLUSIEURS,8309.56,485.6083639284075,17172.95,7789.8406298003065
194,9026200000,Instruments et appareils pr la mesure ou le cont,PLUSIEURS,120846.29,1968.0,1006894.0,56676.0
196,8511800000,Autres appareils et dispositifs électriques d'a,Belgique,16567.61,15611.8,17523.428571428572,16567.614285714284
197,4016990000,Autres ouvrages en caoutchouc vulcanisé non du,France,18673.85,722.5185185185185,123976.0,12112.284701114488
198,4016990000,Autres ouvrages en caoutchouc vulcanisé non du,PLUSIEURS,52242.49,328.0,1169899.5,17810.01511976048
199,3926909900,Autres ouvrages en matières plastiques et ouv,France,53978.35,0.005434782608695652,2051833.0,7161.23224513173
201,3926909900,Autres ouvrages en matières plastiques et ouv,Belgique,224262.68,7579.944444444444,2147594.0,14231.41304347826
208,8512300000,Appareils électriques de signalisation (à l'ex,France,12065.92,495.59285714285716,64940.0,11370.0
209,8512300000,Appareils électriques de signalisation (à l'ex,PLUSIEURS,43030.32,2356.9206896551723,288621.0,26332.534246575342
210,8512300000,Appareils électriques de signalisation (à l'ex,Belgique,16605.84,13775.0,18398.04761904762,17125.151785714286
211,8425420000,"Autres crics et vérins, hydrauliques",France,29735.89,351.39285714285717,89020.48192771085,20334.75
213,4010350000,"Courroies de transmission sans fin, en caoutcho",Belgique,15264.73,4436.260663507109,18223.578333333335,16432.736090225564
215,3403190000,Autres préparations contenant moins de 70% d'h,France,5146.13,2070.5128205128203,14692.485507246376,4012.114285714286
216,8301600000,"Parties de cadenas, serrures et verrous (à clef",France,28874.87,484.11538461538464,198973.66666666666,8797.207792207791
217,8301600000,"Parties de cadenas, serrures et verrous (à clef",PLUSIEURS,19557.34,158.80395683453239,91528.66666666667,13102.73
219,5911900000,Autres produits et articles textiles pour usages,PLUSIEURS,28705.12,3935.7,88773.0,26787.89
220,3214101000,"Mastic de vitrier, ciments de résine et autres",PLUSIEURS,18759.84,150.87,163989.25,7033.774076959027
221,4008190000,"Baguettes et profilés, en caoutchouc alvéolai",PLUSIEURS,78380.27,2624.0,357934.0,16365.95
222,3925200000,"Portes, fenêtres et leurs cadres, chambranles e",PLUSIEURS,9484.57,509.56753407682777,24527.08695652174,6256.846153846154
224,8309109000,couronnesautres que ceux destinés à,Grece,2173.96,2173.9571047809427,2173.9571047809427,2173.9571047809427
225,8483300000,"Paliers, autres qu'à roulements incorporés; co",PLUSIEURS,73152.80,1666.6666666666667,1032476.5,45798.70491803279
226,8708300000,"freins,et leurs parties, des v",France,36395.31,2640.6452991452993,757630.5,11453.018917118035
227,8708300000,"freins,et leurs parties, des v",PLUSIEURS,38130.99,231.51282051282053,685606.2,19654.0
228,8708300000,"freins,et leurs parties, des v",Belgique,14318.60,4433.9140588510045,18150.80487804878,16438.553901216892
230,8708300000,"freins,et leurs parties, des v",Japon,6639.80,27.178899082568808,16563.0,4984.506472491909
231,4911999900,Autres imprimés du n° 49.11,PLUSIEURS,92299.34,621.0,540509.0,9689.944444444445
232,8484200000,Joints d'étanchéité mécaniques,PLUSIEURS,91740.09,235.58821603927987,1588728.0,40669.0
234,8481400000,pleinou de sûreté,France,44075.00,1079.3454545454545,212092.83333333334,11843.00303030303
235,8708100000,chocset leurs parties des véhicules autom,Japon,9430.88,165.60682326621924,18319.95238095238,9807.083333333334
236,8517620000,"Appareils pr la réception, la conversion, l'é",PLUSIEURS,205431.64,51.46075,1460816.0,72591.5
237,7610900000,"Autres constructions et leurs parties, articles",PLUSIEURS,393735.32,112.60666666666667,5808444.583333333,4604.638961038961
238,8484900000,"Joints, jeux ou assortiment de joints de composi",PLUSIEURS,98509.52,191.44570135746605,2112837.0,47037.625
239,8536300000,Autres appareils pour la protection des circuits,PLUSIEURS,80223.31,5469.955555555555,383735.0,43414.5625
240,4415200000,caisseset autres pla,Pays-bas,696.14,438.40653543307087,5098.63912394226,485.7387401574803
241,7307220000,"Coudes, courbes et manchons, filetés, en acier",PLUSIEURS,47746.99,855.7880794701987,371599.5,21721.071428571428
242,8413110000,Pompes pour la distribution de carburants ou de,France,14391.29,7652.833333333333,23608.53742110009,13151.900000000001
243,6309000000,Articles de friperie.,Japon,257.12,14.34764169129932,499.8966015625,257.1221216268997
244,8531200000,Panneaux indicateurs incorporant des dispositifs,PLUSIEURS,54259.71,728.8444444444444,154150.0,27908.173076923078
245,8465910000,"Machines à scier le bois, le liège, l'os, le",Chine,1480.41,203.9523257738785,4286.976923076923,774.4275697072757
246,7407290000,Barres et profilés en alliages de cuivre autre,PLUSIEURS,17992.33,10246.997416020671,24926.0,18804.0
247,7324100000,Eviers et lavabos en aciers inoxydables,PLUSIEURS,11394.68,309.38122605363986,18005.585903083702,12603.12
248,8483500000,"Volants et poulies, y compris les poulies à mou",France,23615.60,400.53982300884957,188916.0,13348.202586206897
249,8483500000,"Volants et poulies, y compris les poulies à mou",PLUSIEURS,70472.44,1777.8689655172413,1234948.3333333333,32434.76785714286
250,8483500000,"Volants et poulies, y compris les poulies à mou",Japon,15818.42,9800.846153846154,21836.0,15818.423076923078
251,8537100000,"Tableau, panneau, console, pupitre, armoire, aut",France,340383.54,10.580645161290322,8373291.0,22608.82474517284
252,8537100000,"Tableau, panneau, console, pupitre, armoire, aut",PLUSIEURS,182903.67,1312.0,10022164.75,45195.4
253,8708940000,"Volants, colonnes et boîtiers de direction, le",France,7211.31,17.40211311373524,29865.352941176472,5247.666666666667
254,8708940000,"Volants, colonnes et boîtiers de direction, le",Japon,13845.65,9586.904761904761,18104.4,13845.652380952382
255,8482200000,"Roulements à rouleaux coniques, y compris les a",PLUSIEURS,45914.21,6019.35294117647,467884.71428571426,34340.61373390558
256,3506990000,"Colles et autres adhésifs préparés, non dén",PLUSIEURS,25484.63,428.7053630062021,343721.0,5767.310984848485
257,7014000000,Verrerie de signalisation et éléments d'optique,France,7997.39,596.3333333333334,14868.333333333334,8527.5
258,8414809000,Autres articles du n° 84.14,France,40505.47,596.3181818181819,192195.0,14212.40625
260,3916200000,Monofilaments dont plus grande dimension de  cou,PLUSIEURS,8258.73,1685.81,20662.64,6190.733516483517
261,9610000000,Ardoises et tableaux pour l'écriture ou le dessin,Pologne,4082.91,4082.914701522706,4082.914701522706,4082.914701522706
262,8708800000,Systèmes de suspension et leurs parties (y comp,France,6041.63,49.642448512585815,17113.623134328358,3926.733572786816
263,8708800000,Systèmes de suspension et leurs parties (y comp,PLUSIEURS,33784.69,479.2207792207792,265444.0,21384.2
264,8431100000,Parties reconnaissables comme étant exclusiveme,France,108428.04,0.9398280802292264,1052811.0,24312.5
267,8544420000,"Autres conducteurs électriques, pour tension n",PLUSIEURS,69066.42,262.4,644618.2857142857,33277.0
268,8205900000,"Autres outils et outillage à main, y compris le",France,45465.50,1545.701030927835,160603.41833333333,12660.921739130434
269,8483400000,"Engrenages et roues de friction, autres que les",PLUSIEURS,90987.60,440.88524590163934,1381445.0,49721.6
270,8438900000,Parties de machines et appareils du n° 84.38,PLUSIEURS,44133.07,845.73071278826,161365.0,37279.34045307443
271,8483100000,Arbres de transmission (y compris les arbres à,PLUSIEURS,109466.00,1016.0555555555555,1331593.0,52352.2
272,7318210000,Rondelles destinées à faire ressort et autres,PLUSIEURS,44824.41,109.33333333333333,852744.1428571428,14562.2
273,7318210000,Rondelles destinées à faire ressort et autres,France,41358.17,1312.0,181044.0,11807.0
274,8512900000,Parties des articles du n° 85.12,France,10356.80,2664.8125,16617.666666666668,11499.625
275,8512900000,Parties des articles du n° 85.12,PLUSIEURS,27253.71,605.0,97901.5,19023.0
276,8512900000,Parties des articles du n° 85.12,Belgique,14289.46,4482.380952380952,18208.492,16396.990179003387
278,8512900000,Parties des articles du n° 85.12,Japon,10168.00,10168.0,10168.0,10168.0
279,8419900000,ea,PLUSIEURS,86629.76,1331.7,684163.0,34159.79622013318
280,9031800000,"Autres instruments, appareils et machines de mes",PLUSIEURS,112021.32,771.7124183006536,2148915.0,46441.8
281,9031800000,"Autres instruments, appareils et machines de mes",Belgique,48004.83,1338.9727212242183,197443.0,20334.5
282,9031800000,"Autres instruments, appareils et machines de mes",France,270764.86,2472.4615384615386,3036425.0,14868.333333333334
283,7223000000,Fils en aciers inoxydables.,PLUSIEURS,37170.27,1188.0,103700.81818181818,21896.125
284,7312109900,Torons et câbles (autres cables des n°s 7312,PLUSIEURS,30515.56,550.7723427730783,196787.0,14919.803921568628
285,8301400000,"Autres serrures et verrous (à clef, à secret o",PLUSIEURS,35133.32,229.92439862542955,184943.33333333334,19750.396226415094
286,7210410000,"Produits laminés plats, en fer ou en aciers no",Chine,560.05,168.67832167832168,1053.4360975609757,500.62816164224887
287,8481800000,Autres articles de robinetterie et organes simil,France,96778.53,0.7076591154261057,1582568.0,11166.666666666666
288,8481800000,Autres articles de robinetterie et organes simil,PLUSIEURS,75284.99,158.08325681052955,1422708.0,39969.8828125
289,8481800000,Autres articles de robinetterie et organes simil,Belgique,83258.32,10495.0,216212.36363636365,66614.22636363636
