,Produit,Sous_Produit,Origine,PU_moy,PU_min,PU_max,PU_med
24943,2106909600,Compléments alimentaires,Canada,357.14,357.14285714285717,357.14285714285717,357.14285714285717
24944,8528739000,"Appareils récepteurs de télévision, … en",Canada,1929.95,915.2793650793651,3162.222222222222,1821.1407843137254
24945,8714109000,Parties et accessoires des motocycles (y compri,Canada,1555.56,1555.5555555555557,1555.5555555555557,1555.5555555555557
24949,4807000000,"Papiers et cartons assemblés à plat par collage,",France,750.79,488.70738711672703,1012.875,750.7911935583635
24962,206290000,Abats comestibles autres que les langues et les,Paraguay,455.09,315.9603333333333,773.1090287769784,387.8862028090089
24968,206220000,"Foies des animaux de l'espèce bovine, congelé",Portugal,490.30,427.62329700272477,552.9682869768651,490.2957919897949
24969,1006309000,"blanchiou blanchi, même poli ou gla",Inde,320.47,55.88803773584905,783.9803,218.53860353865355
24983,206290000,Abats comestibles autres que les langues et les,Portugal,458.72,405.2159501616892,512.224882807551,458.7204164846201
24984,5607900000,"Autres ficelles, cordes et cordages, même impr",Maroc,0.03,0.029155555555555556,0.029155555555555556,0.029155555555555556
24990,4819100000,Boîtes et caisses en papier ou carton ondulé,Maroc,738.34,0.005720015695165017,1213.952337721289,654.7020277323061
24998,4821100000,"Etiquettes de tous genres, en papier ou carton,",Italie,4521.39,0.30511627906976746,8544.050632911392,5019.8
25001,8425110000,Palans à moteur électrique,France,10973.80,7.454545454545454,21940.14197530864,10973.798260381593
25005,4823700000,Articles moulés ou pressés en pâte à papier,France,418.03,0.027535258562793822,448.2049180327869,443.75551921504496
25006,3824993000,liquides,France,0.40,0.4019607843137255,0.4019607843137255,0.4019607843137255
25010,1902190000,Pâtes alimentaires non cuites ni farcies ni au,Japon,7982.80,7982.8,7982.8,7982.8
25011,6001220000,Etoffes à boucles de fibres synthétiques arti,Autre pays,7679.15,7679.153846153846,7679.153846153846,7679.153846153846
25013,4901100000,"Livres, brochures et imprimés similaires en feu",Autre pays,23595.37,1071.4285714285713,158000.0,6923.076923076923
25014,9028300000,"Compteurs d'électricité, y compris les compteu",Allemagne,300239.31,300239.30508474575,300239.30508474575,300239.30508474575
25015,9015800000,Autres instruments et appareils du N° 90.15,Suisse,63939.00,63939.0,63939.0,63939.0
25016,8544420000,"Autres conducteurs électriques, pour tension n",Canada,118509.00,97771.0,139247.0,118509.0
25017,9027300000,"Spectromètres, spectrophotomètres et spectrogr",Japon,415028.41,63545.8125,766511.0,415028.40625
25018,8421190000,"Centrifugeuses, y compris les essoreuses centri",Chine,55869.21,16137.725,95600.68717948718,55869.206089743595
25019,8543700000,Autres machines et appareils électriques ayant,Canada,329550.33,329550.3333333333,329550.3333333333,329550.3333333333
25020,9030100000,Instruments et appareils pour la mesure ou la d,Allemagne,97737.50,97737.5,97737.5,97737.5
25021,8411990000,"Parties des turbines à gaz, autres que celles",Hongrie,48524.15,34277.70981308411,62770.59393939394,48524.151876239026
25022,2844430000,Autres éléments et isotopes et composés radi,Etats-Unis,90139.42,90139.41666666667,90139.41666666667,90139.41666666667
25023,9022900000,"Autres dispositifs générateurs de rayons X, le",France,10508.67,8285.78947368421,12731.545454545454,10508.667464114831
25024,9027300000,"Spectromètres, spectrophotomètres et spectrogr",PLUSIEURS,1523059.00,812840.0,2233278.0,1523059.0
25031,8482500000,"Roulements à rouleaux cylindriques, y compris l",Japon,27550.00,27550.0,27550.0,27550.0
25048,8511400000,"Démarreurs, même fonctionnant comme génératr",Belgique,125287.80,125287.8,125287.8,125287.8
25053,9029100000,"Compteurs de tours ou de production, taximètres",PLUSIEURS,152065.63,5405.0,829174.0,69968.5
25054,8544499000,"Autres conducteurs électriques, pour tension",Italie,72160.05,280.49624060150376,511974.5,9257.945075757576
25058,8471309000,Machines automatiques de traitement de l'inform,France,171702.12,1230.5986928104576,498662.3676470588,128615.20000000001
25060,8421990000,Parties des appareils pour la filtration ou l',Italie,24371.07,5247.5,66105.88888888889,13065.454298642533
25063,8431490000,Autres parties de machines et d'appareils des n,Japon,70399.22,287.0742702702703,221540.84210526315,65311.46666666667
25066,4016990000,Autres ouvrages en caoutchouc vulcanisé non du,Italie,220417.96,279.06141732283464,2240093.0,21428.0
25072,5407100000,Tissus obtenus à partir de fils de filaments sy,Italie,8527.50,8527.5,8527.5,8527.5
25074,8518100000,Microphones et leurs supports,PLUSIEURS,121598.71,19729.56862745098,368068.0,76864.0
25084,5705000000,Autres tapis et revêtements de sol en matières t,PLUSIEURS,22446.71,138.88888888888889,100771.375,5000.0
25085,8544420000,"Autres conducteurs électriques, pour tension n",Allemagne,77219.74,714.3262711864406,252326.0,55756.0
25091,9031800000,"Autres instruments, appareils et machines de mes",Italie,155689.56,511.12987012987014,995086.8,15897.29411764706
25093,7312109900,Torons et câbles (autres cables des n°s 7312,France,38124.40,1107.1909214884083,239424.0,6312.780226228807
25095,2933610000,Mélamine,France,16398.90,16398.9,16398.9,16398.9
25097,8428900000,"Autres machines et appareils de levage, de charg",Italie,12682.78,7730.928571428572,20231.772549019606,11384.201463213383
25128,4904000000,"Musique manuscrite ou imprimée, illustrée ou non",Allemagne,1130.96,1130.9586206896552,1130.9586206896552,1130.9586206896552
25134,8301100000,"Cadenas (à clef, à secret ou électriques) en",Japon,109107.67,109107.66666666667,109107.66666666667,109107.66666666667
25135,7606119000,"Tôles et bandes en aluminium non allié, d'un",France,15966.56,11179.323828920571,18949.866666666665,17770.484848484848
25136,7007210000,colléesde d,PLUSIEURS,22723.26,7012.781818181818,74136.0,18333.591666666667
25137,4901999000,"Autres livres, brochures et imprimés similair",Allemagne,33490.72,1024.9325,65956.5,33490.71625
25147,8428390000,"Autres appareils élévateurs, transporteurs ou",Inde,15860.27,1661.750028149983,125367.15061728394,3081.627750706022
25148,8504401000,Onduleurs,Hong-Kong,15767.08,15767.075757575758,15767.075757575758,15767.075757575758
25162,8425420000,"Autres crics et vérins, hydrauliques",Suede,10185.28,10185.28455284553,10185.28455284553,10185.28455284553
25163,7315119000,"Chaînes à rouleaux en fonte, fer ou acier au",PLUSIEURS,58883.87,15.904746317512275,479205.2,28299.85714285714
25164,7315119000,"Chaînes à rouleaux en fonte, fer ou acier au",France,9381.54,642.815331010453,14868.333333333334,10495.0
25167,4013100000,"Chambres à air, en caoutchouc, pour les voiture",PLUSIEURS,19378.68,9183.5,31650.0,18340.603174603173
25173,7315120000,"Chaînes à maillons articulés en fonte, fer o",PLUSIEURS,29119.34,2252.082429501085,93146.0,18367.0
25182,9026800000,Autres instruments et appareils pour la mesure o,Malaisie,46607.25,46607.248366013075,46607.248366013075,46607.248366013075
25192,8481200000,Valves pour transmissions oléohydrauliques ou p,Malaisie,147851.84,4651.538662033015,256875.9090909091,182028.08333333334
25193,8409990000,Autres parties reconnaissables comme étant exc,Autriche,530598.11,530598.1142857143,530598.1142857143,530598.1142857143
25195,7312900000,"Tresses, élingues et articles similaires, en fe",Allemagne,349461.75,14976.494565217392,683947.0,349461.7472826087
25211,407210000,Œufs frais de volailles en coquilles de l'esp,Liban,3078.91,2943.3934426229507,3167.8928571428573,3102.1754901960785
25215,407210000,Œufs frais de volailles en coquilles de l'esp,PLUSIEURS,3727.39,3625.0,3826.4166666666665,3730.75
25218,403203000," Yoghourt additionné de cacao, mais non additi",PLUSIEURS,3672.22,3481.6153846153848,3862.8333333333335,3672.2243589743593
25220,307210000,Coquilles St Jacques et autres mollusques de la,PLUSIEURS,15286.40,3873.285714285714,21285.8,20700.128571428573
25221,302430000,"Sardines (Sardina pilchardus, Sardinops spp.),",PLUSIEURS,4263.56,3935.6666666666665,4591.5,4263.5
25238,302590000,"Autres poissons des familles Bregmacerotidae, E",PLUSIEURS,2842.33,2842.3333333333335,2842.3333333333335,2842.3333333333335
25239,704100000,"fleurset choux brocolis, à l'état frais",Liban,3187.60,3187.6,3187.6,3187.6
25248,704100000,"fleurset choux brocolis, à l'état frais",France,1274.08,119.27272727272727,2315.1470588235293,1312.0
25251,302140000,Saumons de l'Atlantique (Salmo salar) et saumon,PLUSIEURS,3670.24,3670.2380952380954,3670.2380952380954,3670.2380952380954
25252,302820000,"Raies (Rajidae), frais ou réfrigérés, à l'e",PLUSIEURS,3738.53,3694.0789473684213,3782.986301369863,3738.5326243691425
25254,304490000,Autres filets de poissons frais ou réfrigéré,PLUSIEURS,3598.82,3176.2105263157896,3899.277777777778,3659.894871794872
25258,302440000,"Maquereaux (Scomber scombrus, Scomber australas",PLUSIEURS,3460.29,2762.89,3876.090909090909,3733.923076923077
25262,301919000,"Truites (Salmo trutta, Oncorhynchus mykiss, On",PLUSIEURS,3673.40,3673.4,3673.4,3673.4
25265,302850000,"Dorades (Sparidés) (Sparidae), frais ou réfri",PLUSIEURS,3571.32,3571.322222222222,3571.322222222222,3571.322222222222
25266,307910000,"Autres mollusques du N°03.07 vivants, frais ou",PLUSIEURS,3553.06,3279.75,4373.0,3279.75
25274,302130000,"Saumons du Pacifique (Oncorhynchus nerka, ... g",PLUSIEURS,4595.72,4243.469135802469,5105.04347826087,4438.633333333333
25277,302840000,"Bars (Dicentrarchus spp.), frais ou réfrigér",PLUSIEURS,3220.70,2842.4761904761904,3717.0833333333335,3161.6126984126986
25281,307990000,"Autres mollusques séchées, salées ou en saum",PLUSIEURS,3564.51,3186.1428571428573,3717.1666666666665,3677.3560606060605
25285,304440000,Filets de poissons des familles Bregmacerotidae,PLUSIEURS,4103.17,3100.909090909091,8359.516,3607.75
25289,304460000,"Filets de légines (Dissostichus spp.) , frais",PLUSIEURS,3771.80,3739.0,3804.6,3771.8
25296,604900000,"Feuillages, feuilles, rameaux et autres parties",PLUSIEURS,3157.27,152.4,4154.444444444444,4099.75
25309,709510000,Champignons du genre Agaricus à l'état frais,Liban,3385.43,2869.5833333333335,4097.272727272727,3371.8571428571427
25326,3002410000,Vaccins pour la médecine humaine,PLUSIEURS,95018.84,35637.8,291069.488372093,82590.37852022529
25336,305490000,"Autres poissons fumés,  y compris les filets,",PLUSIEURS,4626.57,3017.4,7216.0,3958.5058139534885
25338,304420000,"Filets de truites (Salmo trutta, Oncorhynchus m",PLUSIEURS,4150.38,3739.0,5435.142857142857,3739.0
25340,403102000,Yoghourt additionné de fruits mais non additio,PLUSIEURS,4148.03,1149.0610084680523,6231.5,4154.333333333333
25341,809300000,"Pêches, y compris les brugnons et nectarines, f",Liban,2215.04,455.48148148148147,3857.3333333333335,2945.3888888888887
25355,809210000,Cerises acides (Prunus cerasus) fraîches,Liban,3335.07,2937.8888888888887,3695.0588235294117,3386.4848484848485
25356,706900000,"raves,",Liban,2284.44,787.14,3958.8214285714284,2951.027777777778
25385,307310000,"Moules (Mytilus spp., Perna spp.) vivantes, fra",PLUSIEURS,3651.81,1968.0,5633.529411764706,3689.75
25390,703200000,Aulx  à l'état frais ou réfrigéré,PLUSIEURS,2771.65,293.18037135278513,3826.3333333333335,3483.537878787879
25391,305410000,"saumons du Pacifique(..), de l'Atlantique(..) e",Liban,3336.67,2910.168316831683,3960.8657718120803,3279.12030651341
25393,305410000,"saumons du Pacifique(..), de l'Atlantique(..) e",PLUSIEURS,4486.03,1843.7837837837837,15414.990131578947,4236.089062499999
25417,702000000,"Tomates, à l'état frais ou réfrigéré.",Liban,2292.63,781.5744680851063,5270.657142857143,2943.9295158931736
25426,702000000,"Tomates, à l'état frais ou réfrigéré.",Maroc,2283.52,2033.4666666666667,2616.9947916666665,2230.2533333333336
25441,301919000," Truites   (Salmo trutta, Oncorhynchus mykiss,",PLUSIEURS,5139.67,3402.75,11643.25,4005.2264705882353
25451,304480000, Filets de raies (sajidae) frais ou refrigéré,PLUSIEURS,3577.34,3350.0714285714284,3804.6,3577.335714285714
25452,701900000,"Pommes de terre, à l'état frais ou réfrigér",Liban,2019.06,114.08047619047619,2991.714285714286,2951.375
25456,302440000,"Maquereaux (Scomber scombrus, australasicus ou",PLUSIEURS,4229.02,3358.5,5247.75,4154.333333333333
25457,705210000,"Witloof (Cichorium intybus var. foliosum), à l",PLUSIEURS,3156.29,2033.5,5298.076923076923,2787.75
25481,705190000,"Laitues (Lactuca sativa), à l'état frais ou r",Liban,944.65,655.9636363636364,1192.6489898989898,981.7052154195011
25496,210120000,"Poitrines (entrelardées) et leurs morceaux, co",PLUSIEURS,3792.51,2951.75,5406.794082840237,3648.7638888888887
25503,3004600000,"Autres médicaments, contenant des principes act",Togo,19153.01,19153.01418439716,19153.01418439716,19153.01418439716
25509,807190000," Melons autres que pastèques, frais",Liban,7904.30,2960.176470588235,34435.0,3496.2
25520,3002901000,Ferments,France,148236.48,31486.0,353126.8769230769,143420.5
25521,709910000,Artichauts à l'état frais ou réfrigéré,PLUSIEURS,3728.83,1967.875,6560.0,3673.4
25528,810400000,"Airelles, myrtilles et autres fruits du genre Va",PLUSIEURS,3281.12,2230.266666666667,5575.625,3262.2541806020067
25537,713900000,"Autres légumes à cosse secs, écossés, même",Liban,2476.56,460.9733676975945,3862.3333333333335,3106.375
25538,1212210000,"Algues fraîches, réfrigérées, congelées ou",PLUSIEURS,2609.09,2609.0898876404494,2609.0898876404494,2609.0898876404494
25539,306950000,"Crevettes autres que congélées, vivantes, fra",PLUSIEURS,3390.65,3000.0,3744.4166666666665,3393.8695652173915
25543,1509909000,"Huile d'olive et ses fractions, autres que vier",France,7216.42,287.15879828326183,17300.875,604.1578947368421
25544,305420000,"Harengs (Clupea harengus, Clupea pallasii) fum",PLUSIEURS,3891.10,2977.0,5083.75,3760.8416666666667
25556,9304000000,"Autres armes (fusils, carabines et pistolets à re",France,2332089.25,2332089.2547528516,2332089.2547528516,2332089.2547528516
25557,709600000,"Piments du genre Capsicum ou du genre Pimenta,",Liban,3310.27,2898.8571428571427,3997.0,3353.0
25588,407210000, Œufs frais de volailles en coquilles de l'esp,Liban,3432.50,3085.5175438596493,3982.775280898876,3379.4102564102564
25589,3004200000,Médicaments … conditionnés pour la vente au,Tunisie,22858.34,14144.0625,40079.0,19498.85515845316
25590,3004200000,Médicaments … conditionnés pour la vente au,Togo,17438.07,13408.588957055215,23813.589285714286,16887.26670680313
25597,3004200000,Médicaments … conditionnés pour la vente au,Maroc,12702.84,9419.56,18551.28125,11420.266132198953
25607,709999000,"Autres légumes, à l'état frais ou réfrigé",Liban,2092.46,68.92041095890411,3977.617283950617,2117.916666666667
25633,3004500000,Autres médicaments … conditionnés pour la ve,Togo,16926.36,11280.0,23225.8064516129,17107.496463932108
25643,307990000,"Autres mollusques autr. que vivants, frais, ré",PLUSIEURS,3667.19,2332.3333333333335,5716.142857142857,3607.7619047619046
25647,1604120000,Préparations et conserves de harengs entiers o,PLUSIEURS,3148.60,3148.6,3148.6,3148.6
25656,709991000,Maïs doux à l'état frais ou réfrigéré,Liban,2971.84,843.3571428571429,3659.181818181818,3211.8333333333335
25660,709991000,Maïs doux à l'état frais ou réfrigéré,PLUSIEURS,3196.83,2213.396648044693,5475.640243902439,3067.478738281452
25667,709991000,Maïs doux à l'état frais ou réfrigéré,France,1382.68,499.32416787264833,2266.0454545454545,1382.6848112090515
25671,603130000,"Orchidées  coupées, pour bouquets ou pour orn",PLUSIEURS,4092.81,3205.6011904761904,5470.68,3751.1385442514475
25676,810300000,"Groseilles à grappes ou à maquereau,  fraîche",PLUSIEURS,3335.65,1967.857142857143,5427.725490196079,3312.6
25683,210990000,"Autres viandes et abats, salés ou en saumure,",Pays-bas,19055.55,19055.55,19055.55,19055.55
25684,705290000,"Chicorées (Cichorium spp.), à l'état frais o",PLUSIEURS,3102.39,1115.13,5420.263157894737,2800.25
25706,206100000,Abats comestibles des animaux de l'espèce bovin,PLUSIEURS,3348.50,2286.4857142857145,3935.7,3585.908771929825
25707,302410000,"Harengs (Clupea harengus, Clupea pallasii), fra",PLUSIEURS,3361.75,3361.75,3361.75,3361.75
25708,806100000,Raisins frais,Liban,2033.97,368.93333333333334,3453.907894736842,2080.0866815476193
25730,201300000,"Viandes des animaux de l'espèce bovine, fraîch",PLUSIEURS,3856.35,2272.4196428571427,5445.679245283019,3651.5
25733,1211901000,"Pyrèthre frais, réfrigéré, congelé ou séc",Liban,3068.05,2938.6984126984125,3173.9523809523807,3091.5106382978724
25736,703100000,Oignons et échalotes  à l'état frais ou réfr,Liban,2771.08,2640.5,2901.6666666666665,2771.083333333333
25758,406100000,"Fromages frais (non affinés), y compris le from",Liban,3147.56,2421.104265402844,3700.4285714285716,3161.763644125683
25771,602900000,Autres plantes vivantes (y compris leurs racines,PLUSIEURS,3598.35,28.619718309859156,5468.465346534654,3611.3626373626375
25780,3002120000,Antisérums et autres fractions du sang,PLUSIEURS,77674.06,4919.5,219818.44444444444,54444.0
25784,809100000,Abricots frais,Liban,2530.63,787.1555555555556,3954.4057971014495,3107.344827586207
25797,402291000,"Lait et crème de lait, ccentrés add. de sucr",PLUSIEURS,3689.77,3607.785714285714,3771.75,3689.767857142857
25799,1509101000,"Huile d'olive et ses fractions, vierges, CVD en",France,14868.33,14868.333333333334,14868.333333333334,14868.333333333334
25813,705110000,"Laitues (Lactuca sativa) pommées, à l'état f",Liban,2218.10,655.9576923076924,4150.75,2824.3333333333335
25818,705110000,"Laitues (Lactuca sativa) pommées, à l'état f",PLUSIEURS,3809.30,2436.4285714285716,5706.8,3657.1551948051947
25827,709200000,Asperges à l'état frais ou réfrigéré,PLUSIEURS,3284.68,1803.875,5444.45,3279.8
25854,804100000,Dattes fraîches ou sèches,Liban,2891.86,149.43456790123457,7686.375,3034.5716666666667
25856,804100000,Dattes fraîches ou sèches,PLUSIEURS,3306.12,1960.9684210526316,10897.125,2623.830985915493
25857,3004909000,Autres médicaments … présentés sous formes,Tunisie,39669.23,3604.153846153846,100839.49152542373,14564.031770045385
25858,3004909000,Autres médicaments … présentés sous formes,Togo,15001.68,1783.8983050847457,23192.98245614035,16915.13928934431
25866,3004909000,Autres médicaments … présentés sous formes,Maroc,13820.44,2893.9078400830736,59534.64,6546.671682847897
25876,904120000,Poivre (du genre Piper) broyé ou pulvérisé,France,20335.00,20335.0,20335.0,20335.0
25877,403103000,Yoghourtadditionné de cacao mais non additionn,PLUSIEURS,3760.77,3328.014705882353,4591.666666666667,3598.4
25881,709930000,"Citrouilles, courges et calebasses (Cucurbita s",Liban,3230.58,2911.794117647059,3689.4528301886794,3160.4473684210525
25898,904110000,Poivre (du genre Piper) non broyé ni pulvéris,France,15305.67,15305.666666666666,15305.666666666666,15305.666666666666
25899,304410000,"Filets de saumons du Pacifique (Oncorhy...), sa",PLUSIEURS,3815.12,2244.063157894737,7300.1612903225805,3609.092466727898
25907,2008190000,"Fruits à coques et graines (sauf arachide), y",France,7304.69,834.376,13775.0,7304.688
25924,3004390000,Autres médicaments ... pour la vente au détai,Togo,18382.15,13756.876543209877,24844.375,16306.393406511565
25929,3004390000,Autres médicaments ... pour la vente au détai,Tunisie,29791.91,5666.595800524934,100827.87777777777,15286.652173913044
25934,3004390000,Autres médicaments ... pour la vente au détai,Inde,38748.84,9839.25,108335.53,18410.29523809524
25937,810900000,"Fruits frais autres que fraises, framboises, mû",Liban,2436.50,457.4141791044776,4872.4,2950.062053571429
25939,810900000,"Fruits frais autres que fraises, framboises, mû",PLUSIEURS,3797.66,897.6315789473684,5504.326086956522,4099.75
25947,808300000,Poires  fraîches,Liban,3057.63,2951.0625,3171.6666666666665,3050.1612903225805
25949,808300000,Poires  fraîches,Maroc,2146.76,2146.757575757576,2146.757575757576,2146.757575757576
25954,1108129000,Amidon de maïs autre que du type destiné exc,France,12463.00,12463.0,12463.0,12463.0
25955,904220000,Piments du genre Capsicum ou du genre Pimenta,France,19023.00,19023.0,19023.0,19023.0
25956,201200000,"Viandes des animaux de l'espèce bovine, fraîch",PLUSIEURS,3856.35,2272.4196428571427,5445.679245283019,3651.5
25959,802110000,"Amandes en coques, fraîches ou sèches",Liban,3154.36,2919.9666666666667,3432.6296296296296,3153.0555555555557
25964,709300000,Aubergines à l'état frais ou réfrigéré,Liban,3271.66,536.6388888888889,4304.333333333333,3275.235294117647
25969,810100000,Fraises fraîches,PLUSIEURS,4432.45,1962.1695652173912,45370.333333333336,3819.7801948051947
25982,810100000,Fraises fraîches,Liban,1146.62,776.2781065088758,3575.0581395348836,982.7179048367186
25994,810200000,"Framboises, mûres de ronce ou de mûrier et mû",PLUSIEURS,3422.28,1879.438202247191,5499.1,3526.5841584158416
26006,307110000,"Huîtres vivantes, fraîches ou réfrigérées",PLUSIEURS,3685.86,2394.25,5510.05,3627.1386363636366
26011,807110000,Pastèques fraîches,Liban,3053.12,2936.909090909091,3102.775,3086.3920265780735
26014,809400000,"Prunes et prunelles, fraîches",Liban,3223.86,2906.848484848485,3689.46,3183.625
26028,1604320000,Succédanés de caviar préparés à partir d',PLUSIEURS,3954.47,3567.4912280701756,4475.941176470588,3876.090909090909
26051,304490000,Autres filets d'autres poissons frais ou réfri,PLUSIEURS,4007.63,2571.36,5903.5,3626.3138157894737
26054,302430000,"Sardines (...), sardinelles (...), sprats ou es",PLUSIEURS,3954.26,3411.0,4919.5,3717.0
26055,708200000,"Haricots (Vigna spp., Phaseolus spp.), à l'éta",Liban,2056.45,655.9285714285714,4111.0,1133.3444444444444
26060,708200000,"Haricots (Vigna spp., Phaseolus spp.), à l'éta",Maroc,2339.42,2134.64406779661,2623.8125,2333.9767441860463
26061,708200000,"Haricots (Vigna spp., Phaseolus spp.), à l'éta",PLUSIEURS,3207.39,1967.888888888889,5422.6,2886.2
26085,901900000,Coques et pellicules de café; succédanés du c,PLUSIEURS,7590.36,7590.363636363636,7590.363636363636,7590.363636363636
26086,704100000,"fleursbrocolis, à l'éta",PLUSIEURS,3157.91,554.5427631578947,5357.0,3033.0166666666664
26089,3002150000,"Produits immunologiques, présentés sous forme",PLUSIEURS,217823.98,16398.916666666668,1193723.6685714286,146978.44438170525
26093,804200000,Figues  fraîches ou sèches,Liban,3080.08,2951.03125,3175.1666666666665,3097.068181818182
26101,404100000,"Lactosérum, modifié ou non, même concentré o",PLUSIEURS,1937.14,266.2772277227723,3608.0,1937.1386138613861
26102,1602100000,"Préparations homogénéisées de viande, d'abat",PLUSIEURS,3607.77,3498.3333333333335,3935.75,3498.5
26105,403101000,"Yoghourtnature, non additionné de fruits ou de",PLUSIEURS,4278.02,2164.65,7233.493150684932,4140.134057971014
26107,804400000,Avocats frais ou secs,PLUSIEURS,3429.45,100.0,5247.6,3542.2
26111,707000000,"Concombres et cornichons, à l'état frais ou réf",Liban,2168.05,655.9285714285714,4060.3333333333335,2963.9791666666665
26123,305320000,Filets de poissons des familles Bregmacerotidae,PLUSIEURS,4103.17,3100.909090909091,8359.516,3607.75
26124,3004410000,Préparation pharmaceutique contenant de l'éph,PLUSIEURS,101040.82,79089.71428571429,122991.92857142857,101040.82142857142
26139,3006600000,Préparations chimiques contraceptives à base d,Inde,31312.75,15565.768011527378,71065.20353982301,19310.009219078318
26140,307910000,"Autres mollusques du N°03.07 vivants, y cpris",PLUSIEURS,4436.33,3279.75,6559.5,4154.333333333333
26141,302850000,"Dorades (Sparidés) (Sparidae),  frais ou réfr",PLUSIEURS,3322.64,3322.638190954774,3322.638190954774,3322.638190954774
26142,1605550000,"Poulpes ou pieuvres, préparées ou conservées",PLUSIEURS,3597.92,2977.0,4373.0,3443.75
26149,3004100000,Médicaments … conditionnés pour la vente au,Togo,17438.07,13408.588957055215,23813.589285714286,16887.26670680313
26151,3004100000,Médicaments … conditionnés pour la vente au,Maroc,12702.84,9419.56,18551.28125,11420.266132198953
26157,305430000,"Truites (Salmo trutta ... chrysogaster) fumés,",PLUSIEURS,3344.89,2519.148936170213,4439.422619047619,3410.9857142857145
26160,805210000,Mandarines (y compris les tangerines et satsuma,PLUSIEURS,3361.75,3361.75,3361.75,3361.75
26171,404900000,Produits consistant en composants naturels du la,PLUSIEURS,3547.51,3159.0251046025105,3936.0,3547.5125523012553
26175,8473300000,"Parties et accessoires (autres que les coffrets,",PLUSIEURS,201246.19,1575.6666666666667,1897140.0,64158.84126984127
26176,8473300000,"Parties et accessoires (autres que les coffrets,",Autriche,8855.50,656.0,17055.0,8855.5
26180,9015800000,Autres instruments et appareils du N° 90.15,Australie,86300.75,86300.75,86300.75,86300.75
26185,9026200000,Instruments et appareils pour la mesure ou le co,Autriche,78237.82,78237.81818181818,78237.81818181818,78237.81818181818
26190,9026200000,Instruments et appareils pour la mesure ou le co,Royaume-Uni,74288.32,5292.2211668928085,288202.5,14613.171428571428
26197,9026200000,Instruments et appareils pour la mesure ou le co,Inde,30055.51,4772.533333333334,108688.31428571428,12173.93430420712
26201,9018900000,Autres instruments et appareils du N° 90.18,Italie,82337.25,34066.164179104475,130608.33333333333,82337.2487562189
26202,9018900000,Autres instruments et appareils du N° 90.18,Danemark,1529.25,1529.2456790123456,1529.2456790123456,1529.2456790123456
26207,8542330000,Amplificateurs (circuits intégrés électroniq,PLUSIEURS,8971.40,363.2,17579.6,8971.4
26208,9403990000," Parties des autres meubles, à l'exclusion de",France,50331.04,50331.041666666664,50331.041666666664,50331.041666666664
26209,8708220000,"brises,vitres arrières et autres glaces",PLUSIEURS,18694.83,18694.833333333332,18694.833333333332,18694.833333333332
26211,9030100000,Instruments et appareils pour la mesure ou la d,PLUSIEURS,402708.47,5844.0,2120271.6666666665,53651.12075769534
26215,7401000000,Mattes de cuivre; cuivre de cément (précipité d,Etats-Unis,95051.00,95051.0,95051.0,95051.0
26223,7307990000,"Autres accessoires de tuyauterie, en fonte, fer",Norvege,175568.90,19367.8,331770.0,175568.9
26224,7307990000,"Autres accessoires de tuyauterie, en fonte, fer",Royaume-Uni,29639.59,223.11951219512196,334077.25,10268.157894736842
26227,7307990000,"Autres accessoires de tuyauterie, en fonte, fer",Canada,150018.89,72883.0,316117.2555555556,105537.64583333334
26228,7307990000,"Autres accessoires de tuyauterie, en fonte, fer",Pologne,18099.66,16924.529982363314,19274.8,18099.664991181657
26232,9031490000,Autres instruments et appareils optiques à l'e,Autriche,78058.88,78058.88235294117,78058.88235294117,78058.88235294117
26234,9002900000,"Lentille, prisme,miroir et autres éléments d'o",Autriche,9183.00,9183.0,9183.0,9183.0
26235,8536490000,Relais pour une tension excédant 60 V mais n',Allemagne,255406.64,56740.25,920307.6666666666,104544.66666666667
26238,8536490000,Relais pour une tension excédant 60 V mais n',Autriche,80026.83,80026.83333333333,80026.83333333333,80026.83333333333
26240,8536490000,Relais pour une tension excédant 60 V mais n',Japon,323798.00,21337.0,917554.0,32503.0
26242,8708910000,"Radiateurs et leurs parties, des véhicules aut",Japon,60047.40,17929.5,102165.3,60047.4
26251,8529100000,Antennes et réflecteurs d'antennes de tous type,Hongrie,160286.74,160286.74074074073,160286.74074074073,160286.74074074073
26252,8529100000,Antennes et réflecteurs d'antennes de tous type,France,21520.37,1015.1899573661772,47146.90625,16399.0
26263,7318240000,"Goupilles et clavettes, en fonte, fer ou acier",Autriche,1312.00,1312.0,1312.0,1312.0
26267,9030330000,Autres instruments et appareils pour la mesure,Autriche,73303.25,73303.25,73303.25,73303.25
26278,8412900000,"Parties d'autres moteurs et machines motrices, d",Autriche,106265.00,106265.0,106265.0,106265.0
26280,4202119000,"Malles, valises et mallettes ... cartables...,",Royaume-Uni,614191.50,7773.0,1220610.0,614191.5
26281,7310290000,Autres récipients pour toutes matières (sauf,Royaume-Uni,30209.38,5352.375,45036.770833333336,40239.0
26282,7007110000,Verres trempés de dimensions et formats permet,Japon,36762.00,29518.0,44006.0,36762.0
26286,8108900000,Autres ouvrages en titane du n° 81.08,PLUSIEURS,81581.52,35005.12550607287,137776.42857142858,71963.0
26288,2804290000,Autres gaz rares à l'exclusion d'argon,PLUSIEURS,87411.80,45269.0,168266.63541666666,48699.77272727273
26294,8474900000,Parties de machines et appareils du n° 84.74,Italie,61717.56,11315.25,152400.66666666666,41577.15961538462
